id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador
77,bon,"Extracto de convocatoria de ayudas económicas a la participación de grupos, peñas y asociaciones en el desfile de carnaval 2025",SUB_CONV,True,SUB_CONV,sector_cultura,Extracto. Ayudas desfile carnaval
78,dogv,"EXTRACTO de la Resolución de 4 de diciembre de 2024, del Vicerrectorado de Innovación y Transferencia de la Universitat de València, por la que se convocan y publican las bases del concurso universitario para implementar soluciones urbanas sostenibles para las ciudades del futuro «Ford phylantropy Smart mobility challenge», en colaboración con Ford Philantropy.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto BDNS aunque publique bases. Concurso universitario con premio
79,doe,"Extracto de las ayudas PAC campaña 2025/2026, ""Pago de compensación para zonas con limitaciones naturales significativas"" según Resolución de 27 de enero de 2025, de la Secretaría General.",SUB_CONV,True,SUB_CONV,sector_agricultura,Extracto. PAC zonas con limitaciones naturales
80,docm,"Resolución de 04/02/2025, del Instituto de Promoción Exterior de Castilla-La Mancha, por la que se aprueba la convocatoria de concesión de subvenciones para la participación en la visita Feria Summer Fancy Food Show 2025, al amparo de la Orden 152/2022, de 29 de julio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exterior de Castilla-La Mancha. Extracto BDNS (Identif.): 813085.",SUB_CON,True,SUB_CONV,sector_industria,Convocatoria de concesion: el acto convoca. Feria internacionalizacion
81,dogc,"Resolución PLG/615/2025, de 23 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueban las bases específicas que deben regir la concesión de subvenciones para promover el conocimiento y el uso del occitano, aranés en Arán, en Cataluña para el año 2025",SUB_CON,True,SUB_BASE,sector_cultura,Aprueba bases especificas de concesion occitano. No convoca
82,bopa,"Resolución de 19 de febrero de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se somete a trámite de información pública la Propuesta de Resolución por la que se aprueban las bases reguladoras para la concesión de subvenciones para la conciliación de la vida laboral, personal y familiar en el Principado de Asturias. [Cód. 2025-01406]",SUB_CON,True,SUB_BASE,sector_social,Informacion publica de propuesta de bases: fase previa de bases. Conciliacion
83,dogc,Edicto sobre convocatoria para la concesión de subvenciones en régimen de concurrencia competitiva destinadas a niños y jóvenes inscritos en un programa deportivo durante el año 2025,SUB_CON,True,SUB_CONV,sector_deporte,Convocatoria concesion subvenciones programa deportivo
84,dogv,"RESOLUCIÓN de 30 de enero de 2025, de la Dirección General de Cultura, de ampliación para los municipios de Barxeta y Xeraco de los plazos de ejecución y de justificación establecidos por la Resolución de 14 de octubre de 2024, del director general de Cultura, por la que se convoca la concesión de subvenciones destinadas a financiar la reforma y modernización de instalaciones y equipamiento de espacios escénicos existentes en 2024.",SUB_CON,True,SUB_CONV,sector_cultura,Ampliacion plazos de convocatoria: acto sobre convocatoria. Espacios escenicos
85,dog,"RESOLUCIÓN de 5 de febrero de 2025, del Departamento Territorial de Ourense, por la que se conceden las autorizaciones administrativas previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, una instalación eléctrica en el ayuntamiento de Allariz (expediente IN407A 2024/119-3).",SUB_CON,False,,,Autorizacion administrativa instalacion electrica y DUP: dominio B0 no subvencion
86,doe,"Resolución de 23 de diciembre de 2024, de la Dirección General de Desarrollo Rural, de concesión directa de una subvención a la Cámara Oficial de Comercio, Industria y Servicios de Badajoz para el desarrollo del programa ""Relevo empresarial en espacios con especiales dificultades demográficas en la provincia de Badajoz"", en las anualidades 2025 y 2026, con cargo al Fondo de Cohesión y Transformación Territorial (FCT).",SUB_CON,True,SUB_CON,sector_industria,Concesion directa a Camara de Comercio
87,dogc,"Orden PRE/5/2025, de 23 de enero, de modificación de la Orden PRE/16/2024, de 29 de enero, por la que se aprueban las bases reguladoras del procedimiento de concesión de subvenciones para actuaciones destinadas a fomentar la digitalización de las administraciones locales con competencias en la gestión del ciclo urbano del agua, en municipios de entre 5.000 y 20.000 habitantes, en el marco del Plan de recuperación, transformación y resiliencia, financiado por los fondos europeos Next Generation",SUB_CON,True,SUB_BASE,,Modificacion de orden de bases: hereda SUB_BASE. Digitalizacion ciclo agua sin sector
88,borm,"Decreto n.º 15/2025, de 6 de marzo, por el que se establecen las normas especiales reguladoras de la concesión directa de subvención a la Federación de Autismo de la Región de Murcia (FAUM), destinada a financiar actuaciones complementarias de apoyo al alumnado con trastorno del espectro autista (TEA) para 2025.",SUB_CON,True,SUB_CON,"sector_social, sector_educacion",Decreto concesion directa FAUM autismo alumnado TEA
89,boc,Concesión de subvenciones en régimen de concurrencia competitiva a favor de asociaciones de personas mayores. Expediente 2024/9085T.,SUB_CON,True,SUB_CON,sector_social,Concesion subvenciones asociaciones mayores
90,dog,"RESOLUCIÓN de 31 de octubre  de 2024 por la que se establecen las bases reguladoras y se anuncia la convocatoria, mediante tramitación anticipada de gasto, del procedimiento de concesión de subvenciones para proyectos de mejora energética, dirigido a autónomos y pymes del sector servicios (programa Bono energía pyme), anualidad 2025 (código de procedimiento IN417Z).",SUB_CON,True,"SUB_BASE, SUB_CONV","sector_renovable, sector_industria",Acto completo: bases y convocatoria. Bono energia pyme
91,dogc,"Resolución CLT/636/2025, de 27 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales, de cuarta modificación de las bases específicas que regirán la concesión de subvenciones para compensar el déficit de explotación por la exhibición de montajes teatrales de carácter profesional",SUB_CON,True,SUB_BASE,sector_cultura,Modificacion bases especificas: hereda SUB_BASE. Teatro
92,doe,"Extracto de las ayudas PAC campaña 2025/2026, de la solicitud de concesión de ayuda y pago en su primer año de compromisos de la intervención ""Compromisos agroambientales en superficies agrarias. Apicultura para la biodiversidad"", según Resolución de 27 de enero de 2025, de la Secretaría General.",SUB_CON,True,SUB_CONV,sector_agricultura,Extracto. Solicitud concesion y pago agroambientales apicultura
93,dogc,"Resolución CLT/266/2025, de 29 de enero, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueba la modificación de las bases específicas que deben regir la concesión de subvenciones a proyectos de pódcast en catalán u occitano de ficción narrativa o de temática cultural",SUB_CON,True,SUB_BASE,sector_cultura,Modificacion bases especificas podcast
94,boja,"Orden de 24 de febrero de 2025, por la que se aprueban las bases reguladoras para la concesión de subvenciones, en régimen de concurrencia no competitiva, para apoyar los costes de gestión, seguimiento y evaluación de las estrategias de desarrollo local y su animación de los Grupos de Desarrollo Rural de Andalucía, en el marco de la Intervención 7119.4 LEADER del Plan Estratégico de la Política Agrícola Común 2023-2027 de España.",SUB_CON,True,SUB_BASE,sector_agricultura,Aprueba bases LEADER GDR. No convoca
95,bopa,"Resolución de 13 de enero de 2025, de la Consejería de Medio Rural y Política Agraria, por la que se conceden ayudas acogidas al régimen de mínimis y destinadas a explotaciones apícolas. [Cód. 2025-00351]",SUB_CON,True,SUB_CON,sector_agricultura,Conceden ayudas minimis apicolas
96,docm,"Resolución de 18/12/2024, de la Dirección General de Autónomos, Trabajo y Economía Social, por la que se aprueba la convocatoria pública de concesión de subvenciones con cargo al Fondo de Ayuda Sindical, para el ejercicio 2025. Extracto BDNS (Identif.): 804295.",SUB_CON,True,SUB_CONV,sector_empleo,Aprueba convocatoria de concesion Fondo Ayuda Sindical: el acto convoca
97,boib,"Resolución de concesión de subvenciones destinadas a personas físicas, agrupaciones de personas físicas, explotaciones agrarias, comunidades de bienes, comunidades y asociaciones de regantes, entidades sin ánimo de lucro, para la recuperación de elementos etnológicos y arquitectónicos con valor patrimonial y para la recuperación del paisaje agrícola y su entorno que estén situados dentro del ámbito territorial de la Sierra de TramUntana (SV 1/2024 - Ampliación)",SUB_CON,True,SUB_CON,"sector_cultura, sector_agricultura",Resolucion de concesion patrimonio etnologico y paisaje agricola
98,dogc,"Resolución de 28 de febrero de 2025, por la que se abre la 1.ª convocatoria del año 2025 para la concesión de subvenciones en régimen de concurrencia no competitiva a la movilidad del profesorado de estudios catalanes en universidades del exterior (ref. BDNS 817641)",SUB_CON,True,SUB_CONV,sector_educacion,Abre convocatoria movilidad profesorado universitario
99,dogc,"Resolución CLT/147/2025, de 21 de enero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueban las bases específicas que deben regir la concesión de subvenciones para la organización de eventos de contenido cultural digital en Cataluña",SUB_CON,True,SUB_BASE,sector_cultura,Aprueba bases especificas eventos cultura digital
100,bon,Extracto de convocatoria que regula la solicitud y concesión de subvenciones por la realización de actividades extraescolares en y con euskera curso 2024-2025,SUB_CON,True,SUB_CONV,"sector_educacion, sector_cultura",Extracto convocatoria extraescolares en euskera
101,bopa,"Corrección de error habido en la publicación de “Resolución de 30 de diciembre de 2024, de la Agencia de Ciencia, Competitividad Empresarial e Innovación Asturiana, por la que se resuelve la convocatoria para la concesión de subvenciones dirigidas a la ejecución de Proyectos de I+D en el Principado de Asturias para el ejercicio 2024 (programa RIS3-Empresa).” (Boletín Oficial del Principado de Asturias número 7, de 13 de enero de 2025). [Cód. 2025-00267]",SUB_CON,True,SUB_CON,sector_investigacion,Correccion de error de resolucion de concesion: hereda SUB_CON. I+D
102,borm,"Decreto n.º 13/2025 de 6 de marzo, por el que se establecen las normas especiales reguladoras de la concesión directa de una subvención a los ayuntamientos de la Región de Murcia para la realización de actuaciones destinadas a la reducción del absentismo escolar y a la inclusión del alumnado en situación de vulnerabilidad socioeducativa en la Comunidad Autónoma de la Región de Murcia cofinanciadas por el FSE+.",SUB_CON,True,SUB_CON,"sector_educacion, sector_social",Decreto concesion directa absentismo escolar
103,boib,"Propuesta de resolución provisional del director general de Economía Circular, Transición Energética y Cambio Climático por la que se conceden las subvenciones en el marco de la convocatoria pública de subvenciones para actuaciones de soporte a la movilidad eléctrica (Programa MOVES III) en el marco del Plan de Recuperación, Transformación y Resiliencia Europeo financiado por la Unión Europea-NextGenerationEU",SUB_CON,True,SUB_CON,sector_renovable,Propuesta resolucion provisional de concesion MOVES III
104,boa,"CORRECCIÓN de errores del Extracto de la Orden EMC/1701/2024, de 5 de diciembre, por la que se convocan para el año 2025, las subvenciones reguladas en la Orden EEI/340/2024, de 5 de abril, por la que se establecen las bases reguladoras para la concesión de subvenciones del Programa para el fomento y consolidación del empleo autónomo.",SUB_CON,True,SUB_CONV,sector_empleo,Correccion de errores de extracto de convocatoria: hereda SUB_CONV. Empleo autonomo
105,doe,"Resolución de 27 de enero de 2025, de la Secretaría General, por la que se da publicidad al Convenio entre la Consejería de Economía, Empleo y Transformación Digital, a través del Servicio Extremeño Público de Empleo, y la Autoescuela Eulogio López, SL, para la adhesión al programa de ayudas regulado en el Decreto 113/2024, de 10 de septiembre, por el que se establecen las bases reguladoras para la concesión de subvenciones del programa ""Bono formación del sector del transporte"", destinado a la mejora de la empleabilidad de personas desempleadas y ocupadas en el sector del transporte de mercancías y de viajeros y se aprueba la primera convocatoria.",SUB_CON,False,,,Convenio adhesion entidad colaboradora sin acto de concesion
106,boa,"EXTRACTO de la Orden EMC/192/2025, de 10 de febrero, por la que se convocan para el año 2025 las subvenciones reguladas en la Orden EEI/709/2024, de 21 de junio, por la que se aprueban las bases reguladoras del Programa MEJORA para la concesión de subvenciones destinadas a la mejora de la empleabilidad de los jóvenes y para el relevo generacional en el mercado laboral aragonés.",SUB_CON,True,SUB_CONV,sector_empleo,Extracto. Programa MEJORA empleabilidad jovenes
107,bopv,"RESOLUCIÓN de 18 de febrero de 2025, de la Directora de Emakunde-Instituto Vasco de la Mujer, por la que se regulan las bases y se convoca la concesión de subvenciones, para el año 2025, a empresas, entidades privadas, cooperativas y entidades sin ánimo de lucro para la contratación de una consultora homologada tanto para la realización de un Diagnóstico sobre la igualdad de mujeres y hombres y un Plan para la igualdad, así como para la implantación de medidas contenidas en los planes para la igualdad, todo ello bajo el régimen de ayudas de minimis.
				
2025/00913",SUB_CON,True,"SUB_BASE, SUB_CONV",sector_social,Acto completo: regula bases y convoca. Planes igualdad empresas
108,doe,"Acuerdo de 21 de enero de 2025, del Consejero Delegado, por el que se realiza la convocatoria para la concesión de subvenciones por Extremadura Avante Servicios Avanzados a Pymes, SLU, para la participación en la formación práctica del programa de formación avanzada para técnicos de comercio exterior (Formacoex Plus), para las líneas ""Formacoex Plus Extremadura"" y ""Formacoex Plus Exterior"" para el ejercicio 2025.",SUB_CON,True,SUB_CONV,"sector_industria, sector_empleo",Convocatoria concesion Formacoex comercio exterior
109,boib,"Extracto de la Resolución de 4 de marzo de 2025 del presidente de la Agencia de Desarrollo Regional de las Illes Balears de las Islas Baleares por la que se aprueba la convocatoria para la concesión de ayudas de cheques de consultoría para la competitividad industrial de las Illes Balears en materia de digitalización, internacionalización, sostenibilidad y gestión avanzada",SUB_CON,True,SUB_CONV,sector_industria,Extracto. Cheques consultoria industrial
110,dog,"RESOLUCIÓN de 12 de diciembre de 2024 por la que se da publicidad del acuerdo del Consejo de Dirección que aprueba las bases reguladoras de las ayudas a proyectos de inversión empresarial para el año 2025, cofinanciadas por la Unión Europea en el marco del programa Galicia Feder 2021-2027, y se procede a su convocatoria en régimen de concurrencia no competitiva (código de procedimiento IG408A).",SUB_BASE,True,"SUB_BASE, SUB_CONV",sector_industria,Acto completo: aprueba bases y convoca. Inversion empresarial
111,docm,"Resolución de 20/01/2025, del Instituto de Promoción Exterior de Castilla-La Mancha, por la que se aprueba la convocatoria de concesión de subvenciones para la participación en la Feria IWA Outdoor Classics Nüremberg 2025, al amparo de la Orden 152/2022, de 29 de julio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exterior de Castilla-La Mancha. Extracto BDNS (Identif.): 810404.",SUB_BASE,True,SUB_CONV,sector_industria,Convocatoria de concesion: el acto convoca. Bases en orden previa. Feria IWA
112,dog,"RESOLUCIÓN de 9 de enero de 2025, de la Secretaría General de la Emigración, por la que se publican las subvenciones concedidas al amparo de la Resolución de 29 de diciembre de 2023 por la que se aprueban las bases reguladoras para la concesión, en régimen de concurrencia no competitiva, de subvenciones para promover el autoempleo y la actividad emprendedora en la Comunidad Autónoma gallega de las personas emigrantes gallegas retornadas, y se procede a su convocatoria para el año 2024 (código de procedimiento PR937A).",SUB_BASE,True,SUB_CON,sector_empleo,Publica subvenciones concedidas: fase concesion. Autoempleo retornados
113,boib,"Bases reguladoras y convocatoria para la concesión, en el municipio de Calvià y para el año 2025, de subvenciones para la mejora estética y actuaciones dirigidas a la innovación y a la digitalización de establecimientos físicos en el término municipal de Calvià",SUB_BASE,True,"SUB_BASE, SUB_CONV",sector_industria,Acto completo: bases y convocatoria. Digitalizacion establecimientos
114,dogc,"Anuncio sobre aprobación de las bases reguladoras de subvenciones destinadas a financiar inversiones, proyectos y/o actividades de las entidades inscritas en el Registro Municipal de Asociaciones de Montbrió del Camp",SUB_BASE,True,SUB_BASE,,Aprueba bases subvenciones asociaciones municipales sin sector claro
115,boca,"EXTRACTO de la Orden de 21 de febrero de 2025, por la que se modifican las Órdenes de 2 de diciembre de 2022 y de 7 de junio de 2024, relativas a las bases reguladoras y la convocatoria de subvenciones para financiar proyectos de eficiencia energética y economía circular de establecimientos que realicen la actividad de alojamiento turístico ubicados en el ámbito territorial de la Comunidad Autónoma de Canarias, correspondiente al Componente 14, Inversión 4, Submedida 2, dentro del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea «Next Generation EU».",SUB_BASE,True,SUB_CONV,"sector_renovable, sector_industria",Extracto de modificacion de bases y convocatoria: criterio extracto=CONV. Eficiencia energetica turismo
116,boib,Bases reguladoras de la convocatoria y realización de las pruebas de aptitud para la obtención del permiso local de conductor 2025,SUB_BASE,False,,,Bases de pruebas de aptitud permiso conductor: no es ayuda
117,boib,Tercera convocatoria concurso Lab Oliver y aprobación de las bases reguladoras,SUB_BASE,True,"SUB_BASE, SUB_CONV",,Convocatoria y aprobacion bases concurso Lab Oliver. Verificar si premio con dotacion
118,dogv,"RESOLUCIÓN parcial primera de concesión, de 18 de diciembre de 2024, de la Dirección General de Vivienda, de la convocatoria para la concesión de subvenciones reguladas mediante la Resolución de 28 de octubre de 2024, de la Vicepresidencia y Conselleria de Servicios Sociales, Igualdad y Vivienda, por la que se aprueban las bases reguladoras de las subvenciones para la realización del informe de evaluación de edificios de viviendas (IEEV.CV) y se convocan las subvenciones para el ejercicio 2024.",SUB_BASE,True,SUB_CON,sector_vivienda,Resolucion parcial de concesion IEEV
119,dog,EXTRACTO de la Orden de 4 de diciembre de 2024 por la que se establecen las bases reguladoras de las ayudas para paliar los daños ocasionados por el oso pardo y se convocan para el año 2025 (código de procedimiento MT815A).,SUB_BASE,True,SUB_CONV,sector_agricultura,Extracto BDNS aunque apruebe bases. Danos oso pardo
120,boja,"Resolución de 25 de febrero de 2025, de la Universidad Pablo de Olavide, por la que se establecen las bases reguladoras para la contratación laboral prevista en la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación, y se convoca a concurso público un contrato de actividades científico-técnicas.",SUB_BASE,False,,,Bases y concurso para contratacion laboral Ley Ciencia: empleo no subvencion. Frontera RRHH
121,bon,RESOLUCIÓN 1065/2024 de 31 de diciembre del director general de Agricultura y Ganadería que aprueba las bases reguladoras y la convocatoria de subvenciones a la suscripción de los seguros agrarios incluidos en el Plan de Seguros Agrarios Combinados de 2025 (46.º Plan). Identificación BDNS: 809575.,SUB_BASE,True,"SUB_BASE, SUB_CONV",sector_agricultura,Acto completo: aprueba bases y convocatoria. Seguros agrarios
122,bopa,"Resolución de 13 de febrero de 2025, de la Consejería de Medio Rural y Política Agraria, de modificación de las bases reguladoras del procedimiento de concesión de las subvenciones de la Intervención Sectorial Apícola en el marco del Plan Estratégico Nacional de la Política Agrícola Común (PEPAC). [Cód. 2025-01291]",SUB_BASE,True,SUB_BASE,sector_agricultura,Modificacion de bases: hereda SUB_BASE. Apicola PEPAC
123,doe,"Resolución de 7 de diciembre de 2024, de la Secretaría General de Empleo, de concesión de ayudas solicitadas al amparo del Decreto 168/2022, de 30 de diciembre, por el que se establecen las bases reguladoras de las subvenciones para el fomento, consolidación y modernización del empleo autónomo en el ámbito de la Comunidad Autónoma de Extremadura y se aprueba la primera convocatoria de las ayudas de los Programas I, II, III y IV. (DOE de 14 de febrero de 2023. Núm. 31), modificado por el Decreto-ley 4/2023, de 12 de septiembre, por el que se aprueban medidas urgentes para reducir la carga tributaria soportada por los contribuyentes, se amplían las ayudas al acogimiento familiar, se incrementan las ayudas a los nuevos autónomos y se conceden ayudas directas a los productores de cerezas. (DOE núm. 178, de 15 de septiembre de 2023).",SUB_BASE,True,SUB_CON,sector_empleo,Resolucion de concesion al amparo de bases previas. Empleo autonomo
124,boe,"Orden CNU/161/2025, de 7 de febrero, por la que se aprueban las bases reguladoras para la concesión de ayudas públicas por el Centro para el Desarrollo Tecnológico y la Innovación, E.P.E., en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2024-2027.",SUB_BASE,True,SUB_BASE,sector_investigacion,Aprueba bases CDTI Plan Estatal I+D+i. No convoca
125,boc,"Orden IND/9/2025, de 5 de marzo, por la que se modifica la Orden EPS/3/2021, de 18 de marzo, por la que se establecen las bases reguladoras para la concesión de subvenciones destinadas a la inserción sociolaboral en empresas de inserción.",SUB_BASE,True,SUB_BASE,"sector_social, sector_empleo",Modifica bases insercion sociolaboral
126,doe,"Resolución de 27 de septiembre de 2024, de la Secretaría General de Empleo, de concesión de ayudas solicitadas al amparo del Decreto 168/2022, de 30 de diciembre, por el que se establecen las bases reguladoras de las subvenciones para el fomento, consolidación y modernización del empleo autónomo en el ámbito de la Comunidad Autónoma de Extremadura y se aprueba la primera convocatoria de las ayudas de los Programas I, II, III y IV. (DOE de 14 de febrero de 2023. Núm. 31).",SUB_BASE,True,SUB_CON,sector_empleo,Resolucion de concesion al amparo de bases previas. Empleo autonomo
127,dog,"RESOLUCIÓN de 13 de enero de 2025 por la que se hacen públicas las subvenciones concedidas al amparo de la Resolución de 29 de diciembre de 2023 por la que se aprueban las bases reguladoras para la concesión de subvenciones, en régimen de concurrencia competitiva, para la ejecución de obras con el fin de minimizar las pérdidas de agua en entidades locales de la Comunidad Autónoma de Galicia, y se convocan para el año 2024, mediante tramitación anticipada de gasto (código de procedimiento AU301E).",SUB_BASE,True,SUB_CON,,Hace publicas subvenciones concedidas. Obras agua sin sector en taxonomia
128,dogc,Anuncio sobre publicación de las bases reguladoras y la convocatoria del proceso de selección por promoción interna de una plaza determinada incluida en la oferta pública de empleo del año 2025,SUB_BASE,False,,,Bases y convocatoria proceso seleccion promocion interna: RRHH
129,dogv,"ORDEN 3/2025, de 10 de febrero, de la Conselleria de Educación, Cultura, Universidades y Empleo, por la que se derogan sesenta y cuatro órdenes de bases reguladoras de subvenciones de este departamento.",SUB_BASE,True,SUB_BASE,,Derogacion masiva de ordenes de bases: acto sobre bases
130,dogc,Anuncio relativo a las bases reguladoras del procedimiento de promoción de cuatro plazas vacantes de cabo de la Policía Local,SUB_BASE,False,,,Bases promocion plazas Policia Local: RRHH
131,dog,"RESOLUCIÓN de 9 de enero de 2025, de la Dirección General de Cultura, por la que se regulan las condiciones para la participación en la plataforma de novedades editoriales a que hace referencia la Orden de 16 de diciembre  de 2024 por la que se establecen las bases reguladoras de las ayudas a entidades locales de Galicia titulares de bibliotecas públicas y/o agencias de lectura, integradas en la Red de bibliotecas públicas de Galicia (código de procedimiento CT235A).",SUB_BASE,True,SUB_BASE,sector_cultura,Regula condiciones complementarias de bases de ayudas bibliotecas
132,dog,"EXTRACTO de la Resolución de 7 de febrero de 2025 por la que se establecen las bases reguladoras para la concesión, en régimen de concurrencia no competitiva, de las subvenciones a ayuntamientos de hasta 10.000 habitantes para actuaciones de mejora de las infraestructuras turísticas, y se anuncia su convocatoria para el año 2025 (código de procedimiento TU503D).",SUB_BASE,True,SUB_CONV,sector_industria,Extracto BDNS aunque apruebe bases. Infraestructuras turisticas. Turismo anotado como industria
133,doe,"Anuncio de 4 de febrero de 2025 por el que se da publicidad de las Comunidades de Regantes beneficiarias de las ayudas acogidas a la Orden de 29 de mayo de 2020 por la que se establecen las bases reguladoras de ayudas para la mejora de la eficiencia energética en las Comunidades de Regantes de Extremadura, para el año 2022.",SUB_BASE,True,SUB_CON,"sector_agricultura, sector_renovable",Publicidad beneficiarios: fase concesion. Regantes eficiencia energetica
134,dog,"EXTRACTO de la Resolución de 11 de febrero de 2025 por la que se aprueban las bases reguladoras para la concesión de subvenciones a las entidades locales, en régimen de concurrencia no competitiva, destinadas a la realización de auditorías de las redes de saneamiento para la detección de infiltraciones, y se convocan para el año 2025 (código de procedimiento AU301D).",SUB_BASE,True,SUB_CONV,,Extracto BDNS aunque apruebe bases. Auditorias saneamiento sin sector
135,boe,"Anuncio de licitación de: Dirección Provincial del Ministerio de Educación y Formación Profesional en Melilla. Objeto: Limpieza de 6 Centros Educativos dependientes del Ministerio de Educación, Formación Profesional y Deportes en la Ciudad de Melilla. Expediente: 2024/003.",NEGATIVO,False,,,Licitacion contrato limpieza: contratacion publica
136,dogc,"Edicto sobre publicación en el BOPB de la convocatoria y las bases que deberán regir el proceso de selección para la creación de una bolsa de trabajo de auxiliares administrativos mediante el procedimiento de concurso-oposición, grupo C2 (código 2025/4, exp. 2025/94)",NEGATIVO,False,,,Bolsa de trabajo: RRHH
137,boib,Nombramiento de personal funcionario de carrera,NEGATIVO,False,,,Nombramiento funcionario: RRHH
138,docm,"Resolución de 16/01/2025, de la Gerencia de Atención Integrada de Guadalajara, por la que se aprueba la convocatoria para la provisión de la Jefatura de Servicio de Hematología y Hemoterapia.",NEGATIVO,False,,,Provision jefatura de servicio: RRHH
139,boe,"Orden ECM/1524/2024, de 26 de diciembre, de autorización administrativa a MGC Insurance, Mutua de Seguros y Reaseguros a Prima Fija, para ampliar la actividad aseguradora al ramo de otros daños a los bienes.",NEGATIVO,False,,,Autorizacion administrativa aseguradora
140,bocm,"Formalización contrato
– Resolución de 25 de febrero de 2025, del Consejero Delegado de la Agencia de Contratación Sanitaria de la Comunidad de Madrid, por la que se hace pública la formalización del contrato «Suministro de sondas vesicales, sondas rectales, equipos de control fecal, sistemas de irrigación anal, sistemas de irrigación para enemas, bolsas colectoras de orina, urinómetros, rácord, tapón, sistemas de irrigación doble “y” sin cámara, sistemas de irrigación doble “y” con cámara, sistema de irrigación simple, apósitos sujeción de sondas, perchas y colectores masculinos de orina, para todos los Centros dependientes del SERMAS, a adjudicar por procedimiento abierto mediante pluralidad de criterios (122 lotes)»",NEGATIVO,False,,,Formalizacion de contrato: contratacion publica
141,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia de obra, promovida por «Asteo Red Neutra, S.L.», para la interconexión de fibra óptica entre Villaespasa y Cascajares de la Sierra, en el término municipal de Hortigüela (Burgos). Expte.: 25/2025.",NEGATIVO,False,,,Uso excepcional suelo rustico: dominio B2
142,bon,SUBASTA de bien inmueble en Sesma.,NEGATIVO,False,,,Subasta de inmueble
143,dogv,"RESOLUCIÓN de 31 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que  se formula informe de impacto ambiental del Proyecto de sondeo para captación de aguas subterráneas, parcela 227, del polígono 31, partida Alto del Roig, del término municipal de Chiva (València). Expediente: (3618895) 237/2024/AIA.",NEGATIVO,False,,,Informe impacto ambiental sondeo: dominio B0/B1
144,boc,"Aprobación inicial y exposición pública del presupuesto general de 2025, plantilla de personal, bases de ejecución y resto de Anexos de necesaria incorporación.",NEGATIVO,False,,,Presupuesto general y plantilla
145,bon,Recaudación ejecutiva Acto que se notifica: Providencia de apremioReferencia: A010000/00044/2024,NEGATIVO,False,,,Recaudacion ejecutiva apremio
146,dogc,Anuncio sobre aceptación de revocación y delegación de competencias,NEGATIVO,False,,,Revocacion de delegacion de competencias: no es revocacion de ayuda
147,bor,"Aprobación definitiva de la modificación de la ordenanza fiscal número 7 reguladora del impuesto de instalaciones, construcciones y obras",NEGATIVO,False,,,Ordenanza fiscal ICIO
148,dogc,Edicto sobre aprobación inicial del Proyecto de obras de mejora del suministro de agua potable en la zona hotelera de Calella,NEGATIVO,False,,,Proyecto de obras agua potable: dominio B1
149,dogv,"RESOLUCIÓN de 14 de marzo de 2025, de la Dirección General de Personal, por la que se publica la resolución definitiva con indicación de los destinos adjudicados del concurso de traslados para la provisión de plazas básicas vacantes de trabajador o trabajadora social de instituciones sanitarias dependientes de la Conselleria de Sanidad.",NEGATIVO,False,,,Concurso de traslados: RRHH
