id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador
86,boja,"Anuncio de 20 de diciembre de 2024, de la Dirección General de Ordenación del Territorio, Urbanismo y Agenda Urbana, por el que se requiere el cumplimiento de la resolución finalizadora de procedimiento de restablecimiento de la legalidad territorial por parcelación urbanística, en el t.m. de San Roque (Cádiz).",PROY_URB,True,PROY_URB,,Requerimiento legalidad territorial parcelacion San Roque duplicado
87,bocyl,APROBACIÓN definitiva del proyecto de urbanización de la UA1 de Bernuy de Porreros (Segovia). Expte.: 259/2024.,PROY_URB,True,PROY_URB,fase_definitiva,Aprobacion definitiva proyecto urbanizacion UA1 Bernuy de Porreros
88,borm,"Anuncio de aprobación inicial del programa de actuación, el proyecto de reparcelación y el proyecto de urbanización de las Unidades de Actuación n.º 3A y 3B de las Normas Subsidiarias de Planeamiento.",PROY_URB,True,PROY_URB,fase_inicial,Aprobacion inicial PA + proyecto reparcelacion + PU UA 3A y 3B NNSS
89,dog,"ANUNCIO de 22 de enero de 2025, de la Dirección General de Calidad Ambiental y Sostenibilidad, por el que se hace público el informe de impacto ambiental del proyecto de urbanización para la ampliación del parque tecnológico y logístico de Vigo, en el ayuntamiento de Vigo (Pontevedra) (expediente 2023/0100).",PROY_URB,True,PROY_URB,"fase_ip,uso_industrial",IAA proyecto urbanizacion ampliacion parque tecnologico logistico Vigo
90,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada PS Eguzki Alt Empordà, de 4,95 MW sobre terreno en suelo no urbanizable, en el término municipal de L'Escala, en la provincia de Girona, y su infraestructura de evacuación, líneas soterradas a 25 kV, líneas aéreas a 25 kV y centro de medida, en los términos municipales de L'Escala y Albons (exp. FUE-2024-03915984, ref. 3095)",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico","IP actuacion especifica interes publico suelo no urbanizable solar FV 4,95 MW L'Escala"
91,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada Can Bou, de 4.950 kW en suelo no urbanizable, en el término municipal de Subirats, en la provincia de Barcelona, y su infraestructura de evacuación, líneas soterradas a 25 kV, en el término municipal de Subirats (exp. FUE-2024-03662271, ref. 02921)",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP actuacion especifica suelo no urbanizable solar FV Can Bou 4950 kW Subirats
92,bocyl,"ORDEN MAV/239/2025, de 11 de marzo, por la que se aprueba definitivamente la modificación del Plan General de Ordenación Urbana de Burgos, para cambio de calificación urbanística de la parcela situada en la calle López Bravo n.º 53 (polígono Villalonquéjar).",LIC_URB,True,MOD_PUN,"fase_definitiva,uso_industrial",Aprobacion definitiva mod PGOU Burgos cambio calificacion urbanistica parcela Lopez Bravo
93,bocyl,"CORRECCIÓN de errores de la información pública relativa a la solicitud de autorización de uso excepcional de suelo rústico de entorno urbano, para la instalación de un depósito de abastecimiento de agua para agricultores en la parcela 5086 del polígono 501, en el término municipal de Doñinos de Salamanca (Salamanca). Expte.: 783/2024.",LIC_URB,True,LIC_URB,"fase_correccion,uso_rustico",Correccion errores IP autorizacion uso excepcional suelo rustico deposito agua agricultores
94,boe,"Anuncio complementario del Departament d'Acció Climàtica, Alimentació i Agenda Rural - Serveis Territorials a les Terres de l'Ebre de la Generalitat de Catalunya, por el cual se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, de declaración de utilidad pública y de autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto del parque solar denominado Flix-Ascó II de 16,06 MW sobre terreno en suelo no urbanizable, en el término municipal de Flix, en la comarca de la Ribera d'Ebre y su infraestructura de evacuación, línea soterrada en 30 kV que conecta la instalación de producción a la SET ERCAM 30/132 kV en el término municipal de Flix, en la comarca de la Ribera d'Ebre. (Expediente: FUE-2022-02595207).",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP actuacion especifica suelo no urbanizable solar FV Flix-Asco II 16 MW
95,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la instalación de una torre de telecomunicaciones en la parcela 456 del polígono 22, Horretona, en el término municipal de San Vicente de la Cabeza (Zamora).",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico torre telecomunicaciones
96,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para el despliegue de fibra óptica entre Villaquirán de los Infantes y Los Balbases, en el término municipal de Los Balbases (Burgos). Expte.: 57/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico fibra optica Villaquiran-Los Balbases
97,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, promovida por «Adamo Telecom Iberia, S.A.U.», para el proyecto de obra civil para la interconexión de fibra óptica entre Barromán-05_05023_000064, en el término municipal de Barromán (Ávila). Expte.: 75/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico fibra optica Barroman
98,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico para una instalación solar fotovoltaica de autoconsumo conectada a red con excedentes en la parcela 48 del polígono 5, en el término municipal de Lumbrales (Salamanca). Expte.: 70/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP autorizacion uso excepcional suelo rustico solar FV autoconsumo Lumbrales
99,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional, licencia de obras, licencia de actividad y autorización para la implantación de un servicio terciario de ocupación de tiempo de ocio para niños y hostelero en las naves del polígono Nuestra Señora de la Asunción 28-29, en el término municipal de Villalobón (Palencia).",LIC_URB,True,LIC_URB,"fase_ip,uso_comercial",IP autorizacion uso excepcional licencias servicio ocio hostelero naves poligono
100,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, promovida por «Adamo Telecom Iberia, S.A.», para la interconexión de fibra óptica en el tramo comprendido entre La Higuera y Lanzahíta, en el término municipal de Lanzahíta (Ávila). Expte.: 32/2023.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico fibra optica La Higuera-Lanzahita
101,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico / protección natural / forestal (SR/PN/F) y afectado como protección cultural / Bic Zona Arqueológica Las Médulas (SR/PC/BIC ZAM), promovida por el Ayuntamiento, para la instalación de una caseta prefabricada de madera en el aparcamiento de Mirador de Orellán en la parcela 1997 del polígono 34, paraje Souto Ribeiro, en el término municipal de Borrenes (León).",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico Las Medulas caseta aparcamiento Mirador Orellan
102,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística para la instalación de línea eléctrica subterránea a 3,3 kW, para acometida eléctrica a la parcela 69 del polígono 7, en el término municipal de Matilla de los Caños del Río (Salamanca). Expte.: 13/2025.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico linea electrica subterranea
103,docm,"Anuncio de 07/02/2025, del Ayuntamiento de Fuentealbilla (Albacete), sobre información pública del expediente de calificación urbanística para ejecución de instalación de autoconsumo agrovoltaico para alimentar sistema de riego en Fuentealbilla, a instancia de Huerto Tornasol, SL.",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP calificacion urbanistica suelo rustico instalacion agrovoltaica riego Fuentealbilla
104,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, para la construcción de una pista de pádel en la parcela 5164 del polígono 6, en el término municipal de Quintanilla del Molar (Valladolid). Expte.: 9/2025.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico,uso_equipamiento",IP autorizacion uso excepcional suelo rustico pista padel Quintanilla del Molar
105,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la construcción de una nave agrícola de 328,02 m² en las parcelas 264, 266 y 267 del polígono 12, en el término municipal de Camponaraya (León). Expte.: 1238/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico nave agricola Camponaraya
106,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, promovida por «American Tower España, S.L.», para el establecimiento de una estación base de telefonía móvil en la parcela 5064 del polígono 3, en el término municipal de Navalilla (Segovia). Expte.: 9/2025.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico estacion base telefonia Navalilla
107,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la construcción de cuatro edificaciones destinadas al alojamiento rural y dos de servicios comunes en la parcela 70 del polígono 29, en el término municipal de Arenas de San Pedro (Ávila). Expte.: 1737/2023.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico,uso_residencial",IP autorizacion uso excepcional suelo rustico alojamiento rural Arenas de San Pedro
108,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, licencia urbanística y licencia ambiental, promovido por «Norsol Eléctrica, S.L», para la instalación generadora fotovoltaica «FV Saldaña II», centro de transformación y línea de evacuación en la parcela 57 del polígono 502 , en el término municipal de Saldaña de Burgos (Burgos).",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP autorizacion uso excepcional suelo rustico + lic ambiental FV Saldana II
109,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, promovido por «Avatel Telecom, S.A.», para la instalación de fibra óptica subterránea, en el término municipal de Fuentes de Valdepero (Palencia). Expte.: 1/2025.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico fibra optica Fuentes de Valdepero
110,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la construcción de una vivienda unifamiliar aislada en la calle Tierra n.º 8, área de regularización PE-2, en el término municipal de Valverdón (Salamanca). Expte.: 26/2025.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico,uso_residencial",IP autorizacion uso excepcional suelo rustico vivienda unifamiliar Valverdon
111,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la implantación de una estación de recarga ultrarrápida de vehículos eléctricos en la parcela 601 del polígono 20, en el término municipal de Cobreros (Zamora). Expte.: 247/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico estacion recarga VE Cobreros
112,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y uso provisional de suelo urbanizable, promovida por «Telefónica de España, S.A.U.», para el proyecto de canalización soterrada y tendido de cable de fibra óptica desde el registro existente en la calle Francisco Salinas hasta la EB-TME Fuentebermeja, en el término municipal de Burgos. Expte.: 000005/2024 EXC-URB.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico fibra optica Burgos
113,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, licencia urbanística y licencia ambiental, para una instalación fotovoltaica de 100 kW de autoconsumo con venta de excedentes para regadío en la parcela 10006 del polígono 1, en el término municipal de Santovenia de Pisuerga (Valladolid). Expte.: 366/2022.",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP autorizacion uso excepcional suelo rustico FV 100 kW autoconsumo Santovenia
114,docm,"Anuncio de 05/02/2025, del Ayuntamiento de Maranchón (Guadalajara), sobre exposición pública de la calificación urbanística en suelo rústico no urbanizable de especial protección del proyecto: Explotación avícola de selección para 64.000 abuelas reproductoras en fase de cría-recría en La Velasca-Clares (Maranchón).",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico,uso_industrial",IP calificacion urbanistica suelo rustico explotacion avicola 64000 reproductoras Maranchon
115,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la instalación de 10 ecodomos o domos geodésicos en la localidad de Puentedey, en el término municipal de Merindad de Valdeporres (Burgos). Expte.: 413/2022.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico,uso_residencial",IP autorizacion uso excepcional suelo rustico ecodomos Puentedey
116,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la construcción de una nave-almacén de uso agrícola en las parcelas 5048 y 5050 del polígono 30, en el término municipal de Fuentes de Nava (Palencia). Expte.: 344/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico nave almacen agricola Fuentes de Nava
117,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para TLC 13819031 instalación reconectador telecontrolado LAMT CLL704 en la parcela 9014 del polígono 13, en el término municipal de Vallelado (Segovia). Expte.: 149/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico reconectador telecontrolado LAMT Vallelado
118,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, promovida por «Adamo Telecom Iberia, S.A.U.», para la interconexión mediante un enlace backhaul de fibra óptica entre Santibáñez de Vidriales y torre antena 49_49206_000277, en el término municipal de Santibáñez de Vidriales (Zamora). Expte.: 244/2024.",LIC_URB,True,LIC_URB,"fase_ip,uso_rustico",IP autorizacion uso excepcional suelo rustico backhaul fibra optica Santibañez de Vidriales
119,docm,"Anuncio de 06/02/2025, del Ayuntamiento de Villaluenga de la Sagra (Toledo), sobre información pública de expediente de calificación urbanística de suelo rústico, licencia de obra y actividad para el proyecto denominado: Planta solar fotovoltaica para autoconsumo sin excedentes, ubicado en las parcelas 9, 12, 13 del polígono 16 y parcelas 1, 2, 7 del polígono 17.",LIC_URB,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP calificacion urbanistica suelo rustico solar FV autoconsumo Villaluenga de la Sagra
120,dogv,"ANUNCIO por el que se somete a información pública la declaración de interés comunitario para una atribución de uso y aprovechamiento en suelo no urbanizable, para actividad de centro deportivo en la parcela 44, del polígono 15, del término municipal de Mutxamel. (Referencia DIC- 24/0720).",DIC_INT,True,DIC_INT,"fase_ip,uso_equipamiento,uso_rustico",IP DIC centro deportivo suelo no urbanizable Mutxamel
121,dogv,"ANUNCIO de la solicitud de declaración de interés comunitario de regularización de actividad industrial en suelo no urbanizable de taller de mantenimiento de vehículos y logística de empresa de transporte, al amparo de la disposición transitoria vigesimocuarta (DT 24) del texto refundido de la Ley de ordenación del territorio, urbanismo y paisaje, aprobado por el Decreto Legislativo 1/2021, de 18 de junio (en adelante TRLOTUP) en la parcela 137 del polígono 19 del término municipal de Benicarló (expediente GVA-DIC-3817455.C20250053).",DIC_INT,True,DIC_INT,"fase_ip,uso_industrial,uso_rustico",IP solicitud DIC taller mantenimiento vehiculos logistica suelo no urbanizable Benicarlo
122,dogv,"ANUNCI de la declaración de interés comunitario para una atribución de uso y aprovechamiento en suelo no urbanizable relativa a la ampliación de la declaración de interés comunitario (DIQUE) (expediente 3462944), en el término municipal de Olocau, que se situará en las parcelas 123, 124 y 132 del polígono 13.",DIC_INT,True,DIC_INT,fase_ip,IP DIC ampliacion DIC DIQUE Olocau suelo no urbanizable
123,dogv,"ANUNCIO de la solicitud de ampliación de declaración de interés comunitario de una actividad de camping temático, al amparo del artículo 211.1.f apartado 3.º del texto refundido de la Ley de ordenación del territorio, urbanismo y paisaje, aprobado por el Decreto Legislativo 1/2021, de 18 de junio (en adelante TRLOTUP) en las parcelas 22, 23, 100, 101, y 215 del polígono 12 del suelo no urbanizable del municipio de San Jorge (expediente GVA-DIC-3712878.C20240393).

",DIC_INT,True,DIC_INT,"fase_ip,uso_comercial,uso_rustico",IP solicitud ampliacion DIC camping tematico suelo no urbanizable San Jorge
124,dogv,"ANUNCIO por el cual se somete a información pública la declaración de interés comunitario para una atribución de uso y aprovechamiento en suelo no urbanizable relativa a la regularización de una actividad industrial hortofrutícola (expediente 3773582) en el término municipal de Alcàntera de Xúquer, situada en el polígono 12, parcela 88.",DIC_INT,True,DIC_INT,"fase_ip,uso_industrial,uso_rustico",IP DIC regularizacion actividad industrial hortofruticola suelo no urbanizable
125,bocyl,"CORRECCIÓN de errores del anuncio de información pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia ambiental, promovida por «La Arguijuela Solar, Sociedad Limitada», para la instalación de la planta fotovoltaica «Alba» de 1 MW de potencia, en las parcelas 295 y 5058 del polígono 503, en el término municipal de Coca de Alba (Salamanca). Expte.: 36/2024.",MULTILABEL_FV,True,LIC_URB,"fase_correccion,uso_energetico,uso_rustico",Correccion errores IP uso excepcional suelo rustico FV Alba 1 MW Coca de Alba
126,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, licencia de obras y licencia ambiental, para una instalación eléctrica de BT y AT para una instalación fotovoltaica de producción de energía eléctrica para venta a red para «Ibeas Solar, S.L.», en el término municipal de Ibeas de Juarros (Burgos). Expte.: 271/2023.",MULTILABEL_FV,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico",IP uso excepcional suelo rustico instalacion electrica BT/AT para FV Ibeas Solar
127,docm,"Anuncio de 01/03/2025, del Ayuntamiento de Albacete, de la Gerencia Municipal de Urbanismo y Vivienda, sobre información pública de la calificación y de la correspondiente licencia urbanística de nueva planta para instalación fotovoltaica aislada 26,46 kWp destinada a riego agrícola, en polígono 59, parcela 9 (referencia catastral: 02900A059000090000JT), de este término municipal, en suelo rústico de especial protección CP-3, y cuya promotora es Las Carreteras CB.",MULTILABEL_FV,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico","IP calificacion + licencia urbanistica FV aislada 26,46 kWp riego agricola suelo rustico"
128,boe,"Anuncio de los Servicios Territoriales del Departamento de Territorio, Vivienda y Transición Ecológica en Tarragona por el que se somete a información pública la solicitud de declaración de utilidad pública, en concreto, del proyecto de la planta solar fotovoltaica llamada PS Montblanc de 9,99 MW sobre terreno en suelo no urbanizable, en el término municipal de Montblanc, en la comarca de la Conca de Barberà y su infraestructura de evacuación a 25 kV (expte.FUE-2022-02871677; ref. 02553).",MULTILABEL_FV,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico","IP declaracion utilidad publica + actuacion especifica suelo no urbanizable solar FV PS Montblanc 9,99 MW"
129,boe,"Anuncio complementario del Departamento de Territorio, Vivienda y Transición Ecológica de la Generalitat de Cataluña por el cual se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, de declaración de utilidad pública y de autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto del parque solar denominado Les Planetes de 4,95 MWn y 5,692 MWp sobre terreno en suelo no urbanizable, en el término municipal de Riba-roja d’Ebre, en la comarca de la Ribera d’Ebre y su infraestructura de evacuación, línea soterrada de 25 kV que conecta la instalación de producción a otra planta solar fotovoltaica denominada Mas de Piquer, al término municipal de Riba-roja d’Ebre, en la comarca de la Ribera d’Ebre (Expediente: FUE-2023-03196021).",MULTILABEL_FV,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico","IP actuacion especifica suelo no urbanizable solar FV Les Planetes 4,95 MW"
130,dogc,"Resolución TER/58/2025, de 14 de enero, por la que se otorga a Els Plans Planta Fotovoltaica, SL, la segunda modificación de la autorización administrativa previa y de construcción y declaración de utilidad pública del proyecto de la planta solar fotovoltaica denominada Els Plans Planta Fotovoltaica, de 2,16 MW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Sarral, en la comarca de La Conca de Barberà (exp. FUE-2024-04171840)",MULTILABEL_FV,True,LIC_URB,"uso_energetico,uso_rustico","Segunda modificacion AAP+AAC solar FV Els Plans 2,16 MW suelo no urbanizable"
131,dogc,"Anuncio complementario por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, de declaración de utilidad pública y de autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto del parque solar denominado Flix-Ascó III, de 16,06 MW sobre terreno en suelo no urbanizable, en el término municipal de Flix, en la comarca de La Ribera d’Ebre, y su infraestructura de evacuación, línea soterrada a 30 kV que conecta la instalación de producción a la SET Ercam 30/132 kV en el término municipal de Flix, en la comarca de La Ribera d’Ebre (exp. FUE-2022-02595215)",MULTILABEL_FV,True,LIC_URB,"fase_ip,uso_energetico,uso_rustico","IP actuacion especifica suelo no urbanizable solar FV Flix-Asco III 16,06 MW"
132,dogc,"Resolución TER/4753/2024, de 17 de diciembre, por la que se otorga a Energía Inagotable de Nox, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada PS Sant Roc, de 43,39 MW de potencia sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, línea subterránea de alta tensión de 30 kV, en los términos municipales de Ciutadilla y Nalec, en la comarca de L'Urgell (exp. FUE-2021-02082327)",MULTILABEL_FV,True,LIC_URB,"fase_definitiva,uso_energetico,uso_rustico","Otorgamiento AAP+AAC solar FV PS Sant Roc 43,39 MW suelo no urbanizable"
133,dogc,"Resolución TER/905/2025, de 4 de marzo, por la que se otorga a Estabanell Generació, SLU, la autorización administrativa previa y la autorización administrativa de construcción del proyecto de la planta solar fotovoltaica denominada PS El Magí, de 3,63 MW de potencia instalada sobre terreno en suelo no urbanizable, en el término municipal de Manlleu, en la comarca de Osona (exp. FUE-2023-03512551, ref. 02852)",MULTILABEL_FV,True,LIC_URB,"fase_definitiva,uso_energetico,uso_rustico","Otorgamiento AAP+AAC solar FV PS El Magi 3,63 MW suelo no urbanizable"
134,dogc,"Resolución TER/395/2025, de 10 de febrero, de corrección de errores materiales en la Resolución relativa al expediente FUE-2021-01932045, de autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada PSFV Planes de l’Ovella, de 19,29 MW de potencia instalada sobre terreno en suelo no urbanizable, en los términos municipales de Seròs y Almatret, en la comarca de El Segrià, y su infraestructura de evacuación, líneas soterradas a 30 kV",MULTILABEL_FV,True,LIC_URB,"fase_correccion,uso_energetico,uso_rustico","Correccion errores AAP+AAC solar FV PSFV Planes l'Ovella 19,29 MW suelo no urbanizable"
135,dogc,"Resolución PRE/175/2025, de 21 de enero, por la que se da publicidad al deslinde entre los términos municipales de Sort y de Rialp",NEGATIVO,False,,,Deslinde terminos municipales Sort y Rialp
136,boja,"Anuncio de 21 de enero de 2025, de la Delegación Territorial de Agricultura, Pesca, Agua y Desarrollo Rural en Jaén, por el que se notifica a la persona interesada acto administrativo relativo a procedimiento sancionador incoado en materia de sanidad vegetal.",NEGATIVO,False,,,Procedimiento sancionador sanidad vegetal
137,dog,"RESOLUCIÓN de 24 de enero de 2025, del Departamento Territorial de Lugo, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de Lugo (expediente IN407A 2023/157 AT).",NEGATIVO,False,,,AAP+AAC instalacion electrica Lugo - B0 no B2
138,boe,"Anuncio de formalización de contratos de: Junta de Contratación del Ministerio de Trabajo y Economía Social. Objeto: Servicio de cafetería y comedor en el edificio de la calle Pío Baroja, 6 del Ministerio de Trabajo y Economía Social. Expediente: 10000437/2024.",NEGATIVO,False,,,Contratacion publica servicio cafeteria Ministerio Trabajo
139,boc,Aprobación definitiva del presupuesto general de 2025.,NEGATIVO,False,,,Presupuesto general 2025
140,boib,Exposición pública Avance/Borrador del Plan General y el Plan de Ordenación Detallada de Sant Josep de sa Talaia,NEGATIVO,True,PGOU,fase_avance,Avance/Borrador Plan General y Plan Ordenacion Detallada Sant Josep de sa Talaia - false negative muestreo
141,bocyl,"RESOLUCIÓN de 13 de febrero de 2025, del Rectorado de la Universidad de Burgos, por la que se resuelve la contratación del aspirante propuesto en el concurso público convocado por Resolución de 5 de noviembre de 2024, para la provisión de plazas de personal docente e investigador laboral, Profesor Permanente Laboral.",NEGATIVO,False,,,Contratacion PDI Universidad Burgos
142,boe,"Resolución de 23 de diciembre de 2024, de ICEX España Exportación e Inversiones, E.P.E., por la que se publica el Convenio con Denominación de Origen Rueda, para la organización de extensiones de misiones inversas de compradores y prescriptores de opinión del sector del vino a celebrar en su ámbito geográfico.",NEGATIVO,False,,,Convenio ICEX DO Rueda vino
143,bon,Aprobación definitiva de la plantilla orgánica de 2025,NEGATIVO,False,,,Aprobacion plantilla organica 2025
144,bon,Concesión de licencia de actividad. Taller mecánico de reparación de vehículos automóviles,NEGATIVO,False,,,Licencia de actividad taller mecanico - no LIC_URB urbanistica
145,bocyl,"RESOLUCIÓN de 12 de marzo de 2025, del Rectorado de la Universidad de Burgos, por la que se publica la relación de aspirantes que han superado el proceso selectivo para la provisión de varios puestos de personal laboral, en la categoría de Auxiliares de Servicios (especialidad Conserjería, Vigilancia y Recepción) (Grupo IVA/IVB) de la Universidad de Burgos, convocado con fecha 17 de mayo de 2024.",NEGATIVO,False,,,Proceso selectivo auxiliares servicios Universidad Burgos
146,boe,"Resolución de 12 de febrero de 2025, del Ayuntamiento de Turís (Valencia/València), referente a la convocatoria para proveer una plaza.",NEGATIVO,False,,,Convocatoria provision plaza Turis
147,doe,"Resolución de 17 de febrero de 2025, de la Dirección General de Personal Docente, por la que se dispone la ejecución del auto 346/2024, de 31/07/2024, dictado por el Juzgado de lo Contencioso-administrativo n.º 1 de Mérida en el procedimiento de extensión de efectos de sentencia tributaria y de personal 1065/2021 PA 107/2019.",NEGATIVO,False,,,Resolucion DG Personal Docente extension efectos sentencia
148,boe,"Resolución de 14 de marzo de 2025, del Ayuntamiento de Calatayud (Zaragoza), referente a la convocatoria para proveer una plaza.",NEGATIVO,False,,,Convocatoria provision plaza Calatayud
149,bopa,"Resolución de 4 de diciembre de 2024, de la Consejería de Medio Rural y Política Agraria, por la que se concede la ayuda denominada Mantenimiento de razas autóctonas puras en peligro de extinción, compromisos 2023, campaña 2024. [Cód. 2025-00080]",NEGATIVO,False,,,Ayuda mantenimiento razas autoctonas peligro extincion
