id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador
88,boib,"Orden 5/2025, de 21 de febrero, por la que se modifica la Orden del consejero de Agricultura, Medio Ambiente y Territorio de 11 de abril de 2014 por la que se aprueba el pliego de condiciones y el reglamento de la Denominación de Origen Binissalem",CONT_LIC,,,,
89,boe,Anuncio de licitación de: Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta. Objeto: Suministro de fungibles para la sala de extracciones del área de atención sanitaria de Ceuta. Expediente: PA/2024/057/GCE.,CONT_LIC,,,,
90,boe,Anuncio de licitación de: Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base). Objeto: (2024AM9003) Acuerdo Marco para el Suministro y Fabricación de UCFAS equipo árido chaqueta polar. Expediente: 2024/EA22/00001478E.,CONT_LIC,,,,
91,bocm,"Convocatoria contrato
– Anuncio de 4 de marzo de 2025, por el que se convoca la licitación para la contratación del servicio de reparación y puesta a punto de los trenes U7157/7158/7159/7160/7161/7162 y U7115/7116/7117/7118/7119/7120, de Metro de Madrid. (Expediente 6012500063)",CONT_LIC,,,,
92,boe,Anuncio de licitación de: Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio. Objeto: 20254021 Adquisición de un sistema C-UAS para Bases Aéreas. Expediente: 2025/EA02/00000200E.,CONT_LIC,,,,
93,boe,Anuncio de licitación de: ADIF - Presidencia. Objeto: Servicios para la redacción del proyecto de construcción para la renovación de la red ferroviaria de ancho métrico y la defensa contra inundaciones en el municipio de Zalla (Bizkaia). Expediente: 3.24/27506.0062.,CONT_LIC,,,,
94,boe,Anuncio de licitación de: ADIF - Presidencia. Objeto: Consultoría y asistencia técnica para la actualización del proyecto constructivo de la nueva subestación eléctrica de tracción de Tolosa. Expediente: 3.24/27507.0263.,CONT_LIC,,,,
95,boe,"Anuncio de formalización de contratos de: Junta de Contratación del Ministerio de Cultura y Deporte. Objeto: Redacción del proyecto básico y de ejecución, estudio de seguridad y salud, coordinación de seguridad y salud y dirección de obra y de ejecución de las obras de consolidación y restauración del edificio Varadero en la isla de Pinto, la Talaya de Binissermenya y las Torres de protección del arsenal en la estación naval de Mahón- Menorca. Expediente: J240038.",CONT_FOR,,,,
96,boe,Anuncio de formalización de contratos de: Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire. Objeto: Acuerdo Marco Circuitos Culturales 2025. Expediente: 2024/EA15/00003121.,CONT_FOR,,,,
97,boe,"Anuncio de formalización de contratos de: Intendencia de Madrid. Objeto: TA Servicio de carga, transporte, colocación y almacenaje fondo archivístico CGA. Expediente: 2024/AR21U/00002493E.",CONT_FOR,,,,
98,boe,"Anuncio de formalización de contratos de: Instituto Nacional de Administración Pública (INAP). Objeto: Servicio de realización, corrección y calificación de las pruebas de nivel de inglés profesional TOEIC y de francés TFI. Expediente: 202500000007.",CONT_FOR,,,,
99,bocm,"Formalización contrato
– Resolución de 9 de enero de 2025, de la Dirección-Gerencia del Hospital Clínico “San Carlos” de Madrid, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” de la formalización de la 4.a y 5.a prórroga del contrato para el «Servicio de tratamiento de Diálisis Peritoneal y Hemodiálisis domiciliaria para el Servicio de Nefrología del Hospital Clínico “San Carlos” de Madrid»",CONT_FOR,,,,
100,boe,"Anuncio de formalización de contratos de: Subsecretaría de Asuntos Exteriores, Unión Europea y Cooperación. Objeto: OBR-24/007 Contrato de obras para la demolición del ala sur e inclusión de medidas de seguridad en el Hospital Español de Tánger. Expediente: 2024SXB00155002.",CONT_FOR,,,,
101,boe,"Anuncio de formalización de contratos de: Gerencia de la Entidad Estatal de Derecho Público Trabajo Penitenciario y Formación para el Empleo, M.P. Objeto: Servicio de soporte técnico a la administración de sistemas, bases de datos y comunicaciones. Expediente: 2024/00070.",CONT_FOR,,,,
102,boe,Anuncio de formalización de contratos de: Agencia Española de Protección de Datos. Objeto: Servicio de comunicaciones y de ciberseguridad para la Agencia Española de Protección de Datos. Expediente: EX20240077.,CONT_FOR,,,,
103,boe,Anuncio de formalización de contratos de: INSS-Dirección provincial de Toledo. Objeto: Servicio de limpieza de los locales adscritos a la Dirección Provincial del INSS en Toledo durante el periodo de 1 de enero de 2025 a 31 de diciembre de 2025. Expediente: 45/VC-207/24.,CONT_FOR,,,,
104,bocm,"Formalización contrato
– Anuncio de 28 de enero de 2025, de formalización del contrato titulado “Servicio de soporte técnico para el mantenimiento de los sistemas de explotación en estaciones” (Expediente 6012400215)-[Contratos 7225000017 (lote 1); 7225000018 (lote 2); 7225000019 (lote 3)]",CONT_FOR,,,,
105,boe,Anuncio de formalización de contratos de: Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada. Objeto: SINFO- Contrato de aistencia técnica para el mantenimiento simuladores tácticos y de navegación de la Armada (SIMTAC-GALEON-SIMNAV). Expediente: 2024/AR40U/00001904E.,CONT_FOR,,,,
106,boe,Anuncio de formalización de contratos de: Junta de Contratación del Ministerio de Trabajo y Economía Social. Objeto: Servicio de soporte especializado de la plataforma EPP del Ministerio de Trabajo y Economía Social. Expediente: 10000621/2024.,CONT_FOR,,,,
107,boe,Anuncio de formalización de contratos de: Dirección General de Tráfico. Objeto: Suministro en régimen de alquiler de módulos prefabricados para el destacamento provisional del Subsector de Tráfico de Huelva en el Rocío. Expediente: 1DGT2J000303.,CONT_FOR,,,,
108,boib,Formalización de contrato laboral categoría A2,CONT_FOR,,,,
109,boe,Anuncio de formalización de contratos de: Instituto Nacional de Estadística INE. Objeto: Recogida de datos de la Encuesta sobre Innovación de las empresas 2024 y las Estadísticas sobre Actividades en I+D 2024. Expediente: 2024N0059014.,CONT_FOR,,,,
110,boe,"Anuncio de formalización de contratos de: Dirección General del Instituto de Mayores y Servicios Sociales. Objeto: Prestación de los servicios de reserva y ocupación de plazas en los Balnearios de Arnoia, Lobios y Laias para el programa de Termalismo del Imserso. Expediente: 887/2024.",CONT_FOR,,,,
111,boe,"Anuncio de formalización de contratos de: Subdirección General de Planificación y Gestión Económica. Objeto: Servicio de mantenimiento integral de las instalaciones en el Centro Penitenciario de A Lama (Pontevedra), CIS ""Carmen de Avendaño"" (Vigo) y UAR Hospital provincial (Pontevedra). Expediente: 020120240139.",CONT_FOR,,,,
112,boe,Anuncio de formalización de contratos de: TGSS-Dirección provincial de Alicante. Objeto: Servicios de peonaje y transporte para la Tesorería General de la Seguridad Social de Alicante. Expediente: 2024/030034.,CONT_FOR,,,,
113,boe,"Anuncio de formalización de contratos de: Subdirección General de Planificación y Gestión Económica. Objeto: Suministros de Gasóleo ""A"" a los establecimientos penitenciarios dependientes de la Secretaría General de Instituciones Penitenciarias en la Comunidad Autónoma de Canarias . Expediente: 02012024AM04.",CONT_FOR,,,,
114,boe,"Anuncio de formalización de contratos de: Dirección del Instituto Nacional de Gestión Sanitaria (INGESA). Objeto: Suministro de tres desfibriladores externos semiautomáticos (DESA), mediante el sistema de arrendamiento financiero (renting) sin opción de compra con destino alEdificio c/ Alcalá nº 56 de Madrid. Expediente: PASA 2024/093.",CONT_FOR,,,,
115,boe,Anuncio de formalización de contratos de: Intendente de Ferrol. Objeto: Sostenimiento de actuadores de válvulas motorizadas y sus accesorios. Expediente: 2024/AR42U/00002890E.,CONT_FOR,,,,
116,boe,Anuncio de formalización de contratos de: Mutualidad General Judicial MUGEJU. Objeto: Concierto de la Mutualidad General Judicial con entidades de seguro para el aseguramiento del acceso a la asistencia sanitaria en territorio nacional a los beneficiarios de la misma durante 2025-2026. Expediente: 2024_001 CONC SANIT 25 26.,CONT_FOR,,,,
117,boe,"Anuncio de formalización de contratos de: Jefatura de Intendencia de Asuntos Económicos Sur. Objeto: Suministro de material por lotes para el Centro de Operaciones de Artillería de Costa del RACTA 4 Tarifa, Cádiz. Expediente: 2024/ETSAE0226/00009214E.",CONT_FOR,,,,
118,boe,"Anuncio de formalización de contratos de: Subdirección General de Gestión Económica. Objeto: Suministro de libros para las bibliotecas centrales del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes y para la Biblioteca de la Secretaría de Estado de Comunicación . Expediente: 0MPR20240224.",CONT_FOR,,,,
119,boca,"Dirección General de la Función Pública.- Resolución de 15 de marzo de 2025, por la que se acuerda la formalización de contrato de trabajo de personal laboral fijo con las personas aspirantes seleccionadas en las pruebas selectivas para el ingreso, por el sistema general de acceso libre, en la categoría profesional de Director/a de Residencia (Grupo I), en ejecución del Anexo II del Decreto 115/2022, de 20 de mayo, por el que se aprueba la Oferta Extraordinaria de Empleo Público para la estabilización del empleo temporal e indefinido no fijo de larga duración en el ámbito de la Administración General de la Comunidad Autónoma de Canarias, convocadas por Resolución de 21 de diciembre de 2022, se les adjudica puesto de trabajo y se les confiere plazo para la toma de posesión.",CONT_FOR,,,,
120,boe,Anuncio de formalización de contratos de: Dirección General de Carreteras. Objeto: 33-LE-4630; 54.450/24 Paso inferior del enlace de La Granja en la LE-20. Provincia de León. Expediente: B54242446300.,CONT_FOR,,,,
121,boe,Anuncio de formalización de contratos de: Intendente de Ferrol. Objeto: Suministro de una ambulancia soporte vital avanzado (SVA) para el Parque de Automóviles núm. 2 de Ferrol. Expediente: 2024/AR42U/00003042E.,CONT_FOR,,,,
122,boe,"Anuncio de formalización de contratos de: Parque Móvil del Estado. Objeto: Servicio para la realización de reconocimientos ginecológicos preventivos para el personal femenino del Parque Móvil del Estado, O.A. Expediente: 2024PR400097.",CONT_FOR,,,,
123,boe,Anuncio de formalización de contratos de: Gerencia de Informática de la Seguridad Social. Objeto: Servicio de mantenimiento del equipamiento físico del sistema para la sala de control. Expediente: 2024/7021.,CONT_FOR,,,,
124,boe,Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Guadalquivir. Objeto: Contrato de servicios para limpieza en el edificio sede de la Confederación Hidrográfica del Guadalquivir sito en avenida de República Argentina nº 43 de Sevilla. Expediente: SE(SG)-7145.,CONT_FOR,,,,
125,dogc,Anuncio sobre aprobación de la primera oferta de empleo público parcial del Consejo Comarcal de El Pla de l'Estany para el ejercicio 2025,NEGATIVO,,,,
126,dogc,"Edicto relativo a las bases específicas y la convocatoria del proceso selectivo de dos plazas de cabo de la Guardia Urbana en el Ayuntamiento de Cornellà de Llobregat, por el sistema de concurso-oposición por promoción interna, y la creación de una bolsa para la cobertura de plazas vacantes por el procedimiento de tramitación de urgencia",NEGATIVO,,,,
127,dogc,"Resolución PRE/857/2025, de 9 de marzo, por la que se aprueba y se publica la lista provisional de personas aspirantes admitidas y excluidas del proceso selectivo de nuevo acceso, mediante el sistema selectivo de concurso oposición, de una plaza de la categoría profesional de A1 médico/a de medicina del trabajo, en régimen de personal laboral fijo, del Departamento de la Presidencia (convocatoria núm. PRE/L001/2025)",NEGATIVO,,,,
128,bon,Aprobación inicial del presupuesto de 2025,NEGATIVO,,,,
129,boib,"Notificación de Resolución de concesión de prórroga a los beneficiarios de las ayudas, exp. 137 de fecha 08 de enero de 2025, al amparo de la Resolución del Presidente del Fondo de Garantía Agraria y Pesquera de las Islas Baleares (FOGAIBA), de 17 de diciembre de 2021 , por la que se convocan subvenciones para inversiones en las explotaciones agrarias, para el año 2021",NEGATIVO,,,,
130,boc,"Resolución por la que se hace pública la relación de aspirantes que han superado las pruebas selectivas para el acceso, mediante el procedimiento de concurso-oposición para la estabilización de empleo temporal, a la condición de personal estatutario fijo en la categoría de Técnico/a Superior Especialista de Laboratorio de Instituciones Sanitarias de la Comunidad Autónoma de Cantabria, convocada mediante la Orden SAN/80/2022, de 29 de diciembre, y plazas ofertadas.",NEGATIVO,,,,
131,boc,Aprobación inicial y exposición pública del presupuesto general de 2024.,NEGATIVO,,,,
132,docm,"Resolución de 24/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Albacete, por la que se emite el informe ambiental estratégico del plan o programa: Modificación Puntual número 20 del Plan de Ordenación Municipal de Villamalea (regulación del uso granja/instalación ganadera en el suelo rústico) (expediente PLA-AB-24-0042), situado en el término municipal de Villamalea (Albacete), cuyo órgano promotor es Ayuntamiento de Villamalea.",NEGATIVO,,,,
133,bopv,"RESOLUCIÓN 1048/2024, de 11 de diciembre, de la Directora de Recursos Humanos de Osakidetza-Servicio vasco de salud, por la que se hace pública la convocatoria para la provisión, mediante el sistema de libre designación, del puesto de Jefe/a de Sección de Proyectos Corporativos de la Dirección Económico-Financiera, en la Subdirección de Infraestructuras, en el Servicio de Instalaciones y Equipamientos de la Dirección General de Osakidetza-Servicio vasco de salud.
				
2025/00091",NEGATIVO,,,,
134,boe,"Resolución de 4 de marzo de 2025, de la Secretaría de Estado de Derechos Sociales, por la que se publica la Adenda de modificación del Convenio con la Comunidad Autónoma de las Illes Balears, para la ejecución de proyectos con cargo a los fondos europeos procedentes del Mecanismo para la Recuperación y Resiliencia.",NEGATIVO,,,,
135,bon,Aprobación inicial de modificación de Estudio de Detalle en la parcela U.13.22 de Gorraiz,NEGATIVO,,,,
136,dogc,Anuncio sobre aprobación definitiva del Proyecto de obras de renovación de la torre de telecomunicaciones,NEGATIVO,,,,
137,boja,"Anuncio de 13 de marzo de 2025, de la Delegación Territorial de Agricultura, Pesca, Agua y Desarrollo Rural en Sevilla, sobre trámites de los procedimientos sancionadores que se citan.",NEGATIVO,,,,
138,boja,"Anuncio de 4 de marzo de 2025, de la Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Córdoba, mediante el que se publica la resolución por la que se declara la finalización del procedimiento por fallecimiento del solicitante relativa a Ayudas para el alquiler de vivienda habitual a personas en situación de especial vulnerabilidad, con ingresos limitados y a jóvenes, en la Comunidad Autónoma de Andalucía.",NEGATIVO,,,,
139,dogv,"RESOLUCIÓN de 20 de enero de 2025, del Rectorado, por la que se convoca un proceso selectivo para la contratación indefinida de personal de investigación de la categoría de personal tecnólogo superior para colaborar con la línea de investigación financiada «Control de calidad y seguridad de (bio)combustibles». Referencia: I-PAS-13/25.",NEGATIVO,,,,
140,boe,FUENGIROLA,NEGATIVO,,,,
141,bor,"Aprobación inicial de la modificación puntual 1/2024 del Plan General Municipal, de cambio de calificación de la parcela situada en calle Real 71, de casco tradicional a dotacional público",NEGATIVO,,,,
142,bon,Aprobación definitiva de modificación de varios artículos del Plan municipal,NEGATIVO,,,,
143,boe,Anuncio de la Agencia Vasca del Agua sobre la información pública de una solicitud de autorización en el término municipal de Atxondo (Bizkaia).,NEGATIVO,,,,
144,bon,Aprobación inicial de presupuesto de 2025,NEGATIVO,,,,
145,dogv,"RESOLUCIÓN de 31 de enero de 2025, de la Dirección General de Administración Local, por la cual se corrige un error en el anexo III de la Resolución de 11 de octubre de 2024, por la que se procede a la publicación de las bases y convocatorias del concurso ordinario del año 2024 para la provisión de puestos de trabajo reservados al personal funcionario de Administración local con habilitación nacional.",NEGATIVO,,,,
146,boib,"Propuesta de resolución provisional del director general de Energía y Cambio Climático por la cual se deniegan subvenciones para la realización de instalaciones de autoconsumo con fuentes de energía renovable, con o sin almacenamiento, y la incorporación de almacenamiento en instalaciones de autoconsumo con fuentes de energía ya existentes, en el sector residencial, las administraciones públicas y el tercer sector, en el marco del Plan de Recuperación, Transformación y Resiliencia europeo (programas 4 y 5) NEXTG45",NEGATIVO,,,,
147,boe,"Resolución de 6 de marzo de 2025, de la Dirección General de Carreteras, por la que se publica el Convenio con el Ayuntamiento de Picanya, relativo a las actuaciones en materia de infraestructura viaria para hacer frente a los daños causados por la depresión aislada en niveles altos, DANA, entre el 28 de octubre y el 4 de noviembre de 2024.",NEGATIVO,,,,
148,bor,Solicitud de licencia conjunta ambiental y de obras para peluquería de mascotas,NEGATIVO,,,,
149,dog,"EXTRACTO de la Orden de 12 de febrero de 2025 por la que se establecen las bases reguladoras para la concesión de ayudas para proyectos al amparo de las estrategias de desarrollo local participativo (EDLP), aprobadas a los grupos de acción local del sector pesquero (GALP) en el marco del Fondo Europeo Marítimo, de Pesca y de Acuicultura 2021-2027, y se convocan las correspondientes al año 2025 (código de procedimiento PE155A).",NEGATIVO,,,,
