id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
44,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de Proaza por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02305]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"El acto menciona explícitamente la ""encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia"", lo que dispara la etiqueta CONT_ENC según las reglas críticas.",43.779,
45,docm,"Resolución de 06/02/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo para el ingreso, por el sistema general de acceso libre, en la categoría de Facultativo/a Especialista de Área de Cirugía Ortopédica y Traumatología, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 09/03/2021.",NEG_ADJ_RRHH,False,,,Adjudicacion de plazas personal estatutario: RRHH,False,resolución,[],[],0.98,"El acto se refiere a la ""nombramiento de personal estatutario fijo y se adjudican plazas"", lo cual corresponde a RRHH y no es un acto de contratación pública LCSP.",38.4,
46,boib,"Resolución de la Presidencia del IMAS por la que aprueba la lista definitiva de las personas aspirantes que han superado el proceso selectivo de estabilización por el sistema de concurso-oposición para el ingreso como personal funcionario de la escala de Administración especial , subescala técnica, clase técnico-a medio, especialidad Terapia Ocupacional, del subgrupo A2, se nombra personal funcionario de carrera y se adjudican los puestos de trabajo",NEG_ADJ_RRHH,False,,,Adjudicacion de puestos proceso estabilizacion: RRHH,False,resolución,[],[],0.98,"El acto trata sobre la aprobación de una lista definitiva de aspirantes que superaron un proceso selectivo para el ingreso como personal funcionario y la adjudicación de puestos de trabajo. Esto corresponde a RRHH (adjudicaciones de plazas), lo cual está excluido del dominio LCSP.",55.261,
47,boc,"Resolución de 16 de diciembre de 2024, por la que se adjudica el puesto de trabajo número 8538, Subdirector General del Área de Recaudación de la Agencia Cántabra de Administración Tributaria, Consejería de Economía, Hacienda, Financiación Autonómica y Fondos Europeos, convocado mediante Resolución del Presidente de la Agencia Cántabra de Administración Tributaria, de 6 de noviembre de 2024.",NEG_ADJ_RRHH,False,,,Adjudicacion de puesto de trabajo: RRHH,False,resolución,[],[],1.0,"El acto se refiere a la ""adjudicación del puesto de trabajo número 8538"", lo que lo clasifica como RRHH.",41.807,
48,boe,"Resolución de 11 de febrero de 2025, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la calificación realizada por la registradora de la propiedad de Getafe número 2 en el seno de un procedimiento administrativo de ejecución seguido por la Agencia Estatal de Administración Tributaria en el que, tras inscribir la adjudicación del dominio de una finca adquirido en la correspondiente subasta, suspende la cancelación de la anotación de embargo que en su día se practicó en dicho expediente, así como la cancelación de las cargas posteriores, ordenadas en mandamiento expedido por la Agencia Estatal de Administración Tributaria.",NEG_ADJ_RRHH,False,,,Recurso registral sobre adjudicacion de finca en subasta: no contractual,False,resolución,[],[],0.98,"El acto trata sobre un recurso administrativo contra una inscripción registral relacionada con la adjudicación de una finca adquirida en subasta y la cancelación de cargas hipotecarias. No se menciona ningún proceso de contratación pública (licitación, formalización o adjudicación de contrato).",57.471,
49,bocyl,"RESOLUCIÓN de 15 de enero de 2025, de la Viceconsejería de Administraciones Públicas y Atención al Ciudadano, por la que se adjudican destinos a los aspirantes que han superado el proceso selectivo convocado por Resolución de 23 de noviembre de 2022, para ingreso, por el sistema de acceso libre, en la competencia funcional de Oficial de Primera Conductor, en régimen de contratación laboral de carácter fijo discontinuo, que presta sus servicios en el operativo para la prevención y extinción de incendios forestales dependiente de la Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio.",NEG_ADJ_RRHH,False,,,Adjudicacion de destinos proceso selectivo: RRHH,False,resolución,[],[],0.98,"El acto se refiere a la ""adjudicación de destinos a los aspirantes"" y al ingreso en un ""régimen de contratación laboral"", lo cual corresponde a adjudicaciones de plazas o puestos de personal (RRHH).",48.196,
50,boja,"Resolución de 26 de febrero de 2025, de la Viceconsejería, por la que se adjudica puesto de trabajo de libre designación convocado por resolución que se cita.",NEG_ADJ_RRHH,False,,,Adjudicacion puesto libre designacion: RRHH,False,resolución,[],[],1.0,"El acto trata sobre la ""adjudicación puesto de trabajo"", lo cual corresponde a adjudicaciones de plazas o puestos de personal (RRHH).",38.436,
51,boc,"Resolución de 2 de enero de 2025, por la que se adjudican los puestos de trabajo de la categoría profesional Operario de Carreteras a los aspirantes que han superado el proceso selectivo convocado por Orden PRE/151/2022, de 28 de noviembre.",NEG_ADJ_RRHH,False,,,Adjudicacion puestos proceso selectivo: RRHH,False,resolución,[],[],1.0,"El acto se refiere a la adjudicación de puestos de trabajo, lo cual está excluido del dominio LCSP (RRHH).",39.263,
52,docm,"Resolución de 24/01/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo convocado para el ingreso, por el sistema general de acceso libre, en la categoría de Ingeniero/a Técnico/a, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 23/08/2021.",NEG_ADJ_RRHH,False,,,Adjudicacion plazas personal estatutario: RRHH,False,resolución,[],[],1.0,"El acto se refiere a la ""adjudicación de plazas"" y el ""nombramiento personal estatutario fijo"", lo que lo sitúa fuera del ámbito de contratación pública LCSP.",44.753,
53,bopa,"Resolución de 14 de marzo de 2025, del Secretario General de la Universidad de Oviedo, por la que se emplaza a los interesados en el recurso de alzada 25/2025 contra los Acuerdos del Tribunal respecto al 1.er y 2.º ejercicio y la anulación del Acuerdo del Tribunal en el que se propone la adjudicación de las plazas, y en el recurso de reposición 30/2025 contra la Resolución del Rector de 13 de febrero de 2025, por la que se adjudican las 40 plazas convocadas por Resolución del Rector de 5 de diciembre de 2023, de la Escala Administrativos de la Universidad de Oviedo, Grupo C, Subgrupo C1, sistema general de acceso libre (BOPA de 20 de diciembre de 2023). [Cód. 2025-02143]",NEG_ADJ_RRHH,False,,,Emplazamiento recurso sobre adjudicacion de plazas: RRHH,False,resolución,[],[],0.98,"El texto se centra en recursos administrativos contra la ""adjudicación de las 40 plazas"", lo cual corresponde a RRHH y no al ámbito de contratación pública LCSP.",48.69,
54,bopa,"Resolución de 23 de enero de 2025, de la Dirección Gerencia del Servicio de Salud del Principado de Asturias, por la que se nombra personal estatutario fijo y se adjudican plazas de la categoría de Técnico Especialista en Radiodiagnóstico del Servicio de Salud del Principado de Asturias, convocado por Resolución de 15 de diciembre de 2022 (BOPA de 27 de diciembre de 2022). [Cód. 2025-00725]",NEG_ADJ_RRHH,False,,,Adjudicacion plazas personal estatutario: RRHH,False,resolución,[],[],1.0,"El acto se refiere a la ""nombramiento de personal estatutario fijo y se adjudican plazas"", lo cual corresponde a RRHH y no al ámbito de contratación pública (LCSP).",45.059,
55,boe,"Resolución de la Autoridad Portuaria de Baleares por la que se anuncia el concurso público para la explotación, en régimen de concesión administrativa, de un bar-cafetería y restaurante en el edificio Port Centre del puerto de Palma (CC-C-P-0011), la elección de la solución más ventajosa y el otorgamiento de la correspondiente concesión administrativa.",NEG_DOM_PUB,False,,,Concesion administrativa demanial portuaria para bar-cafeteria: dominio publico no LCSP,False,,,,,,57.547,UnexpectedModelBehavior
56,boe,"Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Congresos y Turismo de Sevilla SA de modificación sustancial de concesión administrativa Expediente E497, consistente en la ampliación de su plazo.",NEG_DOM_PUB,False,,,Modificacion concesion administrativa portuaria: dominio publico,False,,,,,,55.143,UnexpectedModelBehavior
57,bopv,"ANUNCIO por el que se somete a información pública el expediente de solicitud de concesión administrativa para el aprovechamiento de 211,6 m3/año del río Urkulu en el término municipal de Oñati (Gipuzkoa), con destino a abastecimiento de población y riego.
				
2025/00167",NEG_DOM_PUB,False,,,Concesion administrativa aprovechamiento de aguas: dominio B1,False,,,,,,80.692,UnexpectedModelBehavior
58,boe,"Anuncio de la Autoridad Portuaria de Sevilla de otorgamiento de concesión administrativa a Sociedad Ibérica de Construcciones Eléctricas, S.A. en la zona de servicio del Puerto de Sevilla con destino a almacenaje, control y distribución de materiales (E620).",NEG_DOM_PUB,False,,,Otorgamiento concesion administrativa portuaria: dominio publico,False,,,,,,56.417,UnexpectedModelBehavior
59,boja,"Resolución de 19 de marzo de 2025, de la Dirección General de Trabajo, Seguridad y Salud Laboral, por la que se garantiza el funcionamiento del servicio público que presta la empresa Servicios y Mantenimiento Mabraser XI, S.L., relativo al servicio incluido en los lotes 1, 2 y 7 de la concesión administrativa de limpieza en centros educativos dependientes de la Delegación Territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación en Córdoba, en los que dicha empresa es adjudicataria, mediante el establecimiento de los servicios mínimos.",NEG_DOM_PUB,False,,,Servicios minimos por huelga en concesion de limpieza: acto laboral,True,resolución,"[""CONT_CON""]","[""tipo_servicios""]",0.95,"El objeto es el ""servicio... relativo al servicio incluido en los lotes 1, 2 y 7 de la concesión administrativa de limpieza"".",49.148,
60,boe,"Anuncio de la Autoridad Portuaria de Tarragona por el que se somete a información pública la solicitud presentada por Bergé Marítima, S.L., para la ocupación y mejora de una nave preexistente y la construcción y posterior explotación, en régimen de concesión administrativa, de un conjunto de dos naves en la confluencia entre el Muelle de Aragón y Navarra, destinada a la manipulación portuaria y almacenaje de graneles sólidos y mercancía general, así como para la generación de energía fotovoltaica.",NEG_DOM_PUB,False,,,Concesion administrativa portuaria naves: dominio publico,False,,,,,,50.812,UnexpectedModelBehavior
61,boe,Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Sevisur Logística SA de otorgamiento de concesión administrativa para ocupación de parcela en la Zona de Actividades Logísticas con destino a la construcción de dos naves logísticas para su cesión a terceros (E661).,NEG_DOM_PUB,False,,,Concesion administrativa portuaria parcela ZAL: dominio publico,False,,,,,,48.711,UnexpectedModelBehavior
62,dog,RESOLUCIÓN de 24 de enero de 2025 por la que se autoriza la transmisión inter vivos de la concesión administrativa de la batea Isla II.,NEG_DOM_PUB,False,,,Transmision concesion administrativa de batea: dominio publico maritimo,False,,,,,,47.263,UnexpectedModelBehavior
63,boe,Anuncio de la Autoridad Portuaria de Castellón por la que se convoca concurso público para el otorgamiento de una concesión administrativa de ocupación de dominio público portuario.,NEG_DOM_PUB,False,,,Concurso concesion administrativa dominio publico portuario,False,,,,,,46.817,UnexpectedModelBehavior
64,dogv,"ANUNCIO del expediente de concesión demanial por razones de interés público de terrenos en el monte del Catálogo de utilidad pública V075 denominado La Redonda, sito en el término municipal de Enguera (Valencia) y perteneciente a su ayuntamiento, a fin de realizar la instalación de infraestructuras de telecomunicaciones, promovido por Telefónica de España, SAU.",NEG_DOM_PUB,False,,,Concesion demanial en monte UP para telecomunicaciones: dominio publico,False,anuncio,[],[],0.98,"El texto menciona ""concesión demanial"" y la ocupación de terrenos en un monte, lo cual cae bajo el ámbito de las concesiones de dominio público excluidas del alcance LCSP.",44.158,
65,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Resolución de obsolescencias de sistemas de defensa antiaérea del PCMASACOM. Expediente: 2024/ETSAE0906/00003960E.,CONT_LIC,True,CONT_LIC,,Licitacion resolucion obsolescencias defensa antiaerea. Objeto ambiguo servicio o suministro,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.95,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto trata sobre sistemas de defensa antiaérea, lo cual se clasifica como suministros o equipamiento.",42.097,
66,boe,Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Ejecución de las obras del proyecto de construcción de la nueva estación de Sant Feliú de Llobregat y del proyecto de construcción de la integración del ferrocarril en Sant Feliú de Llobregat. Instalaciones de protección y seguridad. Expediente: 3.24/06110.0183.,CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion ejecucion obras estacion ferroviaria,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.95,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto trata sobre la ejecución de obras (""construcción""), por lo que se infiere el tipo_obras.",41.458,
67,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Objeto: Servicio de información multicanal del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Expediente: ASE/2024/0067.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio informacion multicanal,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto contiene la frase ""Anuncio de licitación"" y especifica el objeto como un servicio (""Servicio de información multicanal"").",35.499,
68,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Mantenimiento de infraestructuras de la zona regable del Canal de Monegros y Canal del Cinca. Expediente: 011/25-S.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion mantenimiento infraestructuras zona regable,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es el mantenimiento de infraestructuras, clasificándolo como un servicio.",37.855,
69,boe,Anuncio de licitación de: Mesa del Senado. Objeto: Obras de reforma de la sala Enrique Casas Vila del Senado. Expediente: 02/2025.,CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion obras reforma sala Senado,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"La etiqueta CONT_LIC se dispara por la frase ""Anuncio de licitación"". El objeto es una obra de reforma, lo que determina la subcategoría tipo_obras.",37.367,
70,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de Cultura y Deporte. Objeto: Redacción del proyecto básico y de ejecución, estudio y coordinación de seguridad y salud y dirección de obra y de ejecución de las obras de consolidación y restauración de los jardines históricos y patio andaluz del Museo Sorolla de Madrid. Expediente: J240065.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion redaccion proyecto y direccion de obra: contrato de servicios,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"La descripción contiene la frase ""Anuncio de licitación"" y el objeto es claramente una obra (""restauración de los jardines históricos y patio andaluz"").",37.766,
71,boe,"Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Mantenimiento de las instalaciones de energía de tracción: línea aérea de contacto, telemando de energía, subestaciones, centros de autotransformación y sistemas asociados de LAV sur tramos: Madrid- Sevilla, La Sagra-Toledo, Córdoba-Málaga y Antequera-Granada. Expediente: 2.24/21506.0064.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion mantenimiento instalaciones energia traccion,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es el mantenimiento de instalaciones técnicas (línea aérea de contacto, subestaciones), clasificándolo como un servicio.",41.834,
72,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: AM. Suministro de gas propano y butano varios cas de Diaper periodo 2025-2026. Expediente: 2024/ETSAE0905/00007151E.,CONT_LIC,True,CONT_LIC,tipo_suministros,Licitacion AM suministro gas propano y butano,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.9,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara CONT_LIC. El objeto es un suministro (""Suministro de gas propano y butano varios cas de Diaper""), por lo que se clasifica como suministros.",42.71,
73,boe,Anuncio de licitación de: ADIF Alta Velocidad - Consejo de Administración. Objeto: Realizacion de pruebas de infraestructura con material rodante de ancho estandar (1435) (4 lotes). Expediente: 3.24/20810.0048.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion pruebas de infraestructura con material rodante,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"La descripción contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es la realización de pruebas de infraestructura con material rodante, lo cual se clasifica como un servicio.",40.052,
74,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Servicio de vigilancia destinado a institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: LOT31/25.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio vigilancia,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"Se identifica la fase como ""Anuncio de licitación"" y el objeto es un servicio (""Servicio de vigilancia""), lo que dispara CONT_LIC.",35.8,
75,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Apoyo al mantenimiento del VRCC Centauro del ET. Expediente: 2024/ETSAE0906/00002147EB.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion apoyo mantenimiento vehiculos,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es el ""Apoyo al mantenimiento del VRCC Centauro del ET"", lo cual se clasifica como un servicio.",40.883,
76,bocm,"Convocatoria contrato
– Resolución de 3 de enero de 2025, de la Gerencia Asistencial de Atención Primaria del Servicio Madrileño de Salud, por la que se hace pública la convocatoria de licitación denominada “Servicio para la prevención y el control de la legionelosis en los centros de salud, consultorios locales y otros edificios dependientes de la Gerencia Asistencial de Atención Primaria del Servicio Madrileño de Salud”",CONT_LIC,True,CONT_LIC,tipo_servicios,Convocatoria licitacion servicio legionelosis,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"Se identifica la convocatoria mediante el texto ""convocatoria de licitación"" y se especifica el objeto del contrato en el título: ""Servicio para la prevención y el control de la legionelosis"".",41.603,
77,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Redacción de proyecto, estudio de seguridad y salud (arquitecto o ingeniero) y ejecución de las obras de reforma integral de la Sala Blanca existente en la planta baja del edificio, y de las obras de reacondicionamiento de un laboratorio tipo BSL2 (Biosecurity Level-2) del Instituto de Micro y Nanotecnología, de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: 33183/25.",CONT_LIC,True,CONT_LIC,"tipo_obras, tipo_servicios",Licitacion mixta redaccion proyecto y ejecucion obras,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"El texto contiene la frase ""Anuncio de licitación"" y el objeto describe claramente obras (""ejecución de las obras de reforma integral"", ""obras de reacondicionamiento"").",48.109,
78,boe,Anuncio de licitación de: TGSS-Dirección provincial de Zaragoza. Objeto: Retirada y depósito de bienes embargados por las Unidades de Recaudación Ejecutiva dependientes de la Dirección Provincial de la TGSS de Zaragoza. Expediente: 2025/500010.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion retirada y deposito bienes embargados,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"La descripción contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es la retirada y depósito de bienes embargados, lo cual se clasifica como un servicio.",39.653,
79,boe,Anuncio de licitación de: Subdirección General de la Oficina Presupuestaria y Gestión Económica. Objeto: Asistencia técnica para la dinamización y evaluación de la Estrategia Estatal para un nuevo modelo de cuidados en la comunidad: un proceso de desinstitucionalización. Expediente: 242950PA0002.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion asistencia tecnica evaluacion estrategia,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"La descripción contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es una asistencia técnica, clasificándolo como un servicio.",38.225,
80,boe,"Anuncio de licitación de: Jefatura de Asuntos Económicos de la Guardia Civil. Objeto: Contrato de un servicio continúo de descontaminación biológica, de los distintos equipos de dotación del Departamento de Biología y de Medio Ambiente del SECRIM que evite cualquiertipo de contaminación biológica que pueda influir y alterar negativamente en los resultados de los informes periciales de ADN incursos como prueba en los distintos procedimientos judiciales. Expediente: E/0140/A/24/2.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio descontaminacion biologica,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es un servicio continuo (""servicio continúo de descontaminación biológica"").",40.469,
81,boe,Anuncio de licitación de: ADIF - Presidencia. Objeto: Servicio mantenimiento instalaciones de combustible en ADIF 2025-2028. Expediente: 2.25/23108.0010.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio mantenimiento instalaciones combustible,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"La descripción contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es un servicio (""Servicio mantenimiento instalaciones de combustible""), por lo que se infiere tipo_servicios.",39.932,
82,boe,"Anuncio de licitación de: Secretaría de Estado de Medio Ambiente. Objeto: Proyecto de recuperación del bosque de ribera y eliminación de la especie invasora Arundo donax en el rio Mula desde el embalse de Los Rodeos hasta la confluencia con el río Segura, en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR). Expediente: P02.C05.I2.P02.S09.A06.01.",CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion proyecto recuperacion bosque de ribera: actuacion de obra ambiental,True,convocatoria,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara la etiqueta CONT_LIC. El objeto es un proyecto de recuperación y eliminación de especies invasoras, lo cual se clasifica como obras.",51.2,
83,boe,"Resolución de 12 de diciembre de 2024, de la Dirección General de Producción Agroalimentaria y Cooperativas de la Consejería de Agricultura, Ganadería y Desarrollo Rural, por la que se da publicidad a la solicitud de modificación del pliego de condiciones de la denominación de origen protegida «Uclés».",CONT_LIC,False,,,Pliego de condiciones de Denominacion de Origen Protegida: no es pliego contractual,False,resolución,[],[],0.98,"El texto menciona ""pliego de condiciones de la denominación de origen protegida"", lo cual está explícitamente excluido del dominio relevante según las reglas críticas.",40.097,
84,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Mantenimiento y adquisición de repuestos para instalaciones vehiculares tácticas. Expediente: 2025/ETSAE0906/00000080E.,CONT_LIC,True,CONT_LIC,"tipo_servicios, tipo_suministros",Licitacion mantenimiento y adquisicion repuestos,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios"", ""tipo_suministros""]",0.95,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara CONT_LIC. El objeto es el mantenimiento y adquisición de repuestos, clasificándolo como servicios y suministros.",41.041,
85,boe,"Anuncio de licitación de: Dirección General de la Costa y el Mar. Objeto: Adaptación de la fachada marítima en el entorno de la playa Cerezo, T.M. Chilches (Castellón). Expediente: 12-0359.",CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion adaptacion fachada maritima,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es una obra pública (""Adaptación de la fachada marítima""), por lo que se infiere tipo_obras.",40.664,
86,bocm,"Convocatoria contrato
– Anuncio de 7 de febrero de 2025, por el que se convoca la licitación para la contratación del “Servicio de reparación de bastidores de bogie de trenes de las Series 7000 y 9000” (expediente 6012500046)",CONT_LIC,True,CONT_LIC,tipo_servicios,Convocatoria licitacion reparacion bastidores,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"La descripción indica una ""licitación para la contratación del 'Servicio de reparación de bastidores de bogie de trenes'"", lo cual es un servicio y activa tipo_servicios.",48.374,
87,boe,"Anuncio de licitación de: ADIF - Presidencia. Objeto: Asistencia técnica para el control y vigilancia del contrato de ""Redacción de proyecto constructivo y ejecución de las obras de renovación de las instalaciones de seguridad de la línea 400. Tramo Peñalajo-Espeluy"". Expediente: 3.24/27507.0321.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion asistencia tecnica control y vigilancia de contrato de obras,True,anuncio,"[""CONT_LIC""]","[""tipo_obras"", ""tipo_servicios""]",0.98,"El texto contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto describe claramente un proyecto de obra y asistencia técnica asociada a esa obra.",41.6,
88,boib,"Orden 5/2025, de 21 de febrero, por la que se modifica la Orden del consejero de Agricultura, Medio Ambiente y Territorio de 11 de abril de 2014 por la que se aprueba el pliego de condiciones y el reglamento de la Denominación de Origen Binissalem",CONT_LIC,False,,,Pliego de condiciones de Denominacion de Origen Binissalem: no contractual,False,orden,[],[],0.98,"El acto se refiere a la modificación del pliego de condiciones de una Denominación de Origen (DOP), lo cual está explícitamente excluido del dominio relevante según las reglas críticas.",45.955,
89,boe,Anuncio de licitación de: Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta. Objeto: Suministro de fungibles para la sala de extracciones del área de atención sanitaria de Ceuta. Expediente: PA/2024/057/GCE.,CONT_LIC,True,CONT_LIC,tipo_suministros,Licitacion suministro fungibles,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.98,"La etiqueta CONT_LIC se dispara por la frase ""Anuncio de licitación"". El objeto es un suministro, lo que determina la subcategoría tipo_suministros.",39.057,
90,boe,Anuncio de licitación de: Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base). Objeto: (2024AM9003) Acuerdo Marco para el Suministro y Fabricación de UCFAS equipo árido chaqueta polar. Expediente: 2024/EA22/00001478E.,CONT_LIC,True,CONT_LIC,tipo_suministros,Licitacion AM suministro y fabricacion vestuario,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.95,"La descripción contiene la frase ""Anuncio de licitación"", lo que dispara directamente la etiqueta CONT_LIC. El objeto es el ""Suministro y Fabricación de UCFAS equipo árido chaqueta polar"", lo cual corresponde a suministros.",43.126,
91,bocm,"Convocatoria contrato
– Anuncio de 4 de marzo de 2025, por el que se convoca la licitación para la contratación del servicio de reparación y puesta a punto de los trenes U7157/7158/7159/7160/7161/7162 y U7115/7116/7117/7118/7119/7120, de Metro de Madrid. (Expediente 6012500063)",CONT_LIC,True,CONT_LIC,tipo_servicios,Convocatoria licitacion reparacion trenes,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto contiene la frase ""se convoca la licitación para la contratación del servicio"", lo que dispara CONT_LIC. El objeto es el ""servicio de reparación y puesta a punto de los trenes"", clasificándolo como tipo_servicios.",45.246,
