id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,error,duration_s
86,bocm,"Vías pecuarias
– Resolución de 11 de diciembre de 2024, del Director General de Agricultura, Ganadería y Alimentación, por la que se anuncia la exposición pública relativa a la autorización de ocupación temporal de la vía pecuaria Descansadero de El Ardal, en el término municipal de San Agustín del Guadalix, para instalación de pantallas fonoabsorbentes en dos tramos independientes, actuación promovida por Neinor Península, S. L.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.355
87,boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública el expediente para la ocupación temporal de terrenos en la vía pecuaria ""Cordel de Liri a La Picada"", de titularidad de la Comunidad Autónoma de Aragón, en el municipio de Benasque (Huesca), para la construcción de las instalaciones de la telecabina monocable Benasque-Cerler, promovida por el Ayuntamiento de Benasque (Número de Expediente: INAGA 220101/56/2024/12281).",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.224
88,bocyl,"INFORMACIÓN pública relativa a la ocupación temporal de terrenos en la vía pecuaria «Cañada de Extremadura a León», en el término municipal de La Mudarra (Valladolid). Expte.: VA-VP-24151-O.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.299
89,docm,"Resolución de 04/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por la que se convoca al levantamiento de actas previas a la ocupación de las fincas afectadas por el proyecto: Instalación solar fotovoltaica denominada FV Braza Cordel, infraestructuras auxiliares y de evacuación. Referencia: 13270209195.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.208
90,bocm,"Vías pecuarias
– Resolución de 26 de febrero de 2025, del Director General de Agricultura, Ganadería y Alimentación, por la que se anuncia la exposición pública relativa a la autorización de ocupación temporal de la vía pecuaria Colada de Montesinos, en el término municipal de Alcalá de Henares, para instalación de una acometida de telecomunicaciones con objeto de dar servicio a la parcela 30A desde la avenida de Daganzo, actuación promovida por Telefónica de España, S. A. U.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.243
91,bocm,"Vías pecuarias
– Resolución de 11 de febrero de 2025, del Director General de Agricultura, Ganadería y Alimentación, por la que se anuncia la exposición pública relativa a la autorización de ocupación temporal, de las vías pecuarias Colada Camino del Monte y Cordel de la Matapiñonera al Arroyo de la Vega Tramo 3, en el término municipal de San Sebastián de los Reyes, para el entronque del suministro eléctrico del CS de avenida de Somosierra, número 10, con el CT de Abonado, actuación promovida por Aofi Rishon, S. L. U.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.387
92,docm,"Anuncio de 08/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, sobre ocupación de terrenos en vía pecuaria Vereda del Camino del Vicario y Cordel de Ciudad Real (S244-13-1099-2024), en el término municipal de Ciudad Real (Ciudad Real), con destino a paralelismo y cruzamiento subterráneo de línea eléctrica.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.309
93,dogv,ANUNCIO de la concesión demanial en vía pecuaria del término municipal de La Vall d'Uixó. Expediente VP_2024_225.,VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.5
94,docm,"Resolución de 05/03/2025, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la renovación de ocupación de terrenos en la vía pecuaria denominada Cañada Real de la Mancha a Murcia, en los términos municipales de La Roda y Minaya, provincia de Albacete, con destino a mantener LAMT 20 kV SAT Escribano Cabañero, cuya entidad beneficiaria es I-DE Redes Eléctricas Inteligentes, SAU (número de expediente: S244-02-0913-2024).",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.375
95,docm,"Anuncio de 31/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de deslinde de la vía pecuaria denominada Cañada Real de Alcázar en el término municipal de Cabezamesada provincia de Toledo en su totalidad.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.185
96,docm,"Resolución de 17/03/2025, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la ocupación de terrenos en la vía pecuaria denominada Cañada Real de las Matas, en el término municipal de Guadalajara, provincia de Guadalajara, con destino a cruzamiento subterráneo de la vía pecuaria con línea eléctrica de evacuación de instalación fotovoltaica, cuya persona solicitante es Pañol Solar, SL. Número de expediente: S244-19-0718-2023.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.4
97,borm,"Anuncio por el que se somete a información pública el pliego de condiciones que regirá en el expediente de ocupación de terrenos en la vía pecuaria denominada “Colada de Vera”, clasificada entre las del término municipal de Lorca, para acometidas de líneas subterráneas de media tensión a 20 kv para suministro eléctrico, solicitada por I-DE Redes Eléctricas Inteligentes, S.A.U.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.183
98,borm,"Anuncio por el que se somete a información pública el Pliego de Condiciones que regirá en el expediente de ocupación de terrenos en la vía pecuaria denominada “Cordel de La Flor”, clasificada entre las del término municipal de Yecla, para trabajos de fibra óptica en vía pecuaria, solicitada por Lyntia Networks SAU.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.328
99,docm,"Notificación de 17/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se procede a la publicación del anuncio del inicio del deslinde de la vía pecuaria denominada Cañada Real de Alcázar, en el término municipal de Villanueva de Alcardete, provincia de Toledo en el tramo que no va a caballera con Corral de Almaguer.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.221
100,boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública la concesión de ocupación temporal de terrenos de la vía pecuaria denominada como ""Cañada Real de Barcelona"" de titularidad de la Comunidad Autónoma de Aragón, en los términos municipales de Zaragoza y la Puebla de Alfindén (Zaragoza) para la alimentación de la nueva subestación ""Montepino"" a ejecutar en el polígono industrial Malpica, solicitada por Montepino Logística Zaragoza. (Número de Expediente: INAGA 500101/56/2024/10309).",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.457
101,docm,"Notificación de 17/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se procede a la publicación del anuncio del inicio del deslinde de la vía pecuaria denominada Cañada Real de Alcázar, en el término municipal de Cabezamesada, provincia de Toledo en su totalidad en el municipio.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.392
102,docm,"Anuncio de 12/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Guadalajara, por el que se ordena la publicación de solicitud de ocupación temporal de terrenos de la vía pecuaria Vereda de Ganados, en el término municipal de Sigüenza, según expediente S244-19-0550-2023 solicitado por Parques Intermodales Gran Europa SA, para interés particular.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.309
103,docm,"Resolución de 20/01/2025, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la renovación de ocupación de terrenos en la vía pecuaria denominada Cañada Real de los Chorros, en el término municipal de Rada de Haro, provincia de Cuenca, con destino a mantener cruzamiento de línea aérea de MT, cuya entidad beneficiaria es I-DE Redes Eléctricas Inteligentes, SAU. Expediente S244-16-0742-2023.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.358
104,docm,"Resolución de 27/02/2025, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la renovación de ocupación de terrenos en las vías pecuarias denominadas Vereda del Camino del Río y Vereda del Camino de La Roda, en el término municipal de La Gineta, provincia de Albacete, con destino a mantener doble cruce aéreo de LAMT 20 kV, según instalación LAMT 20 kV Montalvos-La Marmota, cuya entidad beneficiaria es I-DE Redes Eléctricas Inteligentes, SAU. Expediente: S244-02-0889-2024.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.454
105,boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública la renovación de la concesión de uso privativo otorgada en el Número de Expediente: INAGA 220101/44/2016/04096, para la ocupación temporal de terrenos en el dominio público forestal del monte de utilidad pública número 59 denominado ""Gallinero, Canales, La Corba y Royera"", de titularidad de la entidad local menor de Liri, y situado en el término municipal de Castejón de Sos (Huesca), para mantener una superficie de despegues y docencia de parapente, promovida por el Ayuntamiento de Castejón de Sos. (Número de Expediente: INAGA 220101/44/2024/05778).",MON,True,MON,,,ModelAPIError,1.24
106,bocm,"Montes de utilidad pública
– Anuncio de 21 de febrero de 2025, de la Consejería de Medio Ambiente, Agricultura e Interior, por el que se somete a información pública la propuesta de desafectación de terrenos en el monte “Peña Hueca, Valdeyerno, Los Cerezos, El Tirón, Los Canales y Otros”, incluido en el Catálogo de Montes de Utilidad Pública de Madrid con el número 85, propiedad de Ayuntamiento de Lozoya, término municipal de Lozoya, y la afectación de terrenos para su inclusión en dicho monte de utilidad pública, promovido por el Ayuntamiento de Lozoya",MON,True,MON,,,ModelAPIError,1.2
107,boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública y concurrencia competitiva el expediente de autorización administrativa de concesión de uso privativo del dominio público forestal para la ocupación temporal de terrenos del monte de utilidad pública número 237, denominado ""La Citora"", de titularidad del Ayuntamiento de La Puebla de Valverde (Teruel), y sito en su término municipal, motivado por el paso de la línea de evacuación subterránea de media tensión y sus centros de seccionamiento y/o interconexión de la central solar fotovoltaica y de almacenamiento hibridación ""Puerto Escandón"", promovido por Molinos del Jalón, SA. (Número de Expediente: INAGA 440101/44/2024/0664).",MON,True,MON,,,ModelAPIError,1.207
108,boa,"ORDEN MAT/279/2025, de 6 de marzo, por la que se resuelve autorizar la prórroga del expediente de permuta de terrenos del monte de utilidad pública número 181 ""El Pinar"", de la titularidad del Ayuntamiento de Manzanera, por terrenos de titularidad particular del término de Manzanera, solicitada por D.ª María Pilar Pérez Lizandra y D. Gaspar Baselga Escuder. Expediente TE/PER/10/2021.",MON,True,MON,,,ModelAPIError,1.32
109,boa,"ORDEN MAT/277/2025, de 6 de marzo, por la que se resuelve autorizar la prórroga del expediente de permuta de terrenos del monte de utilidad pública número 181 ""El Pinar"", de la titularidad del Ayuntamiento de Manzanera, por terrenos de titularidad particular del término de Manzanera, solicitada por D. Enrique Peris Crespo. Expediente TE/PER/7/2021.",MON,True,MON,,,ModelAPIError,1.199
110,docm,"Resolución de 11/11/2024, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la ocupación temporal en el monte de utilidad pública Pinar de Ayna número 87 del catálogo de la provincia de Albacete, perteneciente al Ayuntamiento de Ayna y sito en su término municipal, para la instalación de la ocupación de una línea eléctrica de media tensión 20 kV, a favor de I-DE Redes Eléctricas Inteligentes SAU. Expediente: ID 3927-T 1653255.",MON,True,MON,,,ModelAPIError,1.189
111,docm,"Resolución de 09/12/2024, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la ocupación temporal en el monte de utilidad pública Riberas del río Segura número 110 del catálogo de la provincia de Albacete, perteneciente a la Junta de Comunidades de Castilla-La Mancha y sito en el término municipal de Yeste, para la instalación de la ocupación de una línea eléctrica aérea de media tensión 20 kV, a favor de I-DE Redes Eléctricas Inteligentes SAU. Expediente: ID 3907-T 1319930.",MON,True,MON,cuenca_segura,,ModelAPIError,1.222
112,boa,"ANUNCIO del Servicio Provincial del Departamento de Medio Ambiente y Turismo en Teruel, por el que se somete a trámite de audiencia y vista el expediente de deslinde total administrativo del monte de utilidad pública número 96 del catálogo de Teruel, denominado ""Monte Pelarda y El Sabinar"", perteneciente al Ayuntamiento de Calamocha (Teruel), y situado en su término municipal.",MON,True,MON,,,ModelAPIError,1.343
113,docm,"Resolución de 19/12/2024, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la ocupación temporal en el monte de utilidad pública Dehesón del Encinar número 56 del catálogo de la provincia de Toledo, perteneciente a la Junta de Comunidades de Castilla-La Mancha y sito en el término municipal de Oropesa, para la instalación de la ocupación de una línea eléctrica aérea de media tensión 20 kV, a favor de I-DE Redes Eléctricas Inteligentes SAU. Expediente: ID 3937-T 2048222.",MON,True,MON,,,ModelAPIError,1.344
114,bocyl,"INFORMACIÓN pública relativa a la ocupación temporal de terrenos del monte de utilidad pública n.º 141 «Eriales de Torrescárcela», en el término municipal de Torrescárcela (Valladolid). Expte.: VA-M-23123-O.",MON,True,MON,,,ModelAPIError,1.296
115,docm,"Resolución de 11/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por la que se formula informe de impacto ambiental del proyecto: Transformación en regadío para riego de viñedo en espaldera en ZEPA (expediente: PRO-CR-19-1303), ubicado en el término municipal de Villanueva de los Infantes (Ciudad Real).",ESP_NAT,True,"ESP_NAT,AGU_RIE",uso_agricola,,ModelAPIError,1.257
116,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia urbanística, para la señalización y adecuación de puntos de observación de fauna en el parque natural «Montaña Palentina», en el término municipal de Polentinos (Palencia). Expte.: 1/2025.",ESP_NAT,True,ESP_NAT,,,ModelAPIError,1.414
117,docm,"Resolución de 17/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por la que se formula informe de impacto ambiental del proyecto: Transformación en regadío para riego de olivar en ZEPA (expediente: PRO-CR-19-1356), ubicado en el término municipal de Villanueva de los Infantes (Ciudad Real).",ESP_NAT,True,"ESP_NAT,AGU_RIE",uso_agricola,,ModelAPIError,1.262
118,dogc,"Resolución ACC/4775/2024, de 12 de enero, de declaración de impacto ambiental del Proyecto de accesibilidad, aparcamiento, edificio de servicios y reordenación de accesos en el Parque Natural de Cap de Creus, promovido y tramitado por el Departamento de Acción Climática, Alimentación y Agenda Rural (exp. OTAAGI20230194)",ESP_NAT,True,ESP_NAT,,,ModelAPIError,1.472
119,boja,"Resolución de 17 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se regula el acceso con embarcaciones al Monumento Natural de la Punta del Boquerón y a la Isla de Sancti Petri del término municipal de San Fernando (Cádiz), dentro del Parque Natural Bahía de Cádiz.",ESP_NAT,True,ESP_NAT,,,ModelAPIError,1.306
120,dogc,"Anuncio sobre aprobación de la convocatoria del proceso selectivo con el objeto de crear una bolsa de trabajo del perfil profesional de técnico/a medio/a de tecnologías de la información y administración electrónica, del grupo A, subgrupo A2, como personal funcionario interino / personal laboral temporal para cubrir necesidades actuales y futuras urgentes y sobrevenidas, así como posibles vacantes temporales y sustituciones que se puedan producir en el Consejo Comarcal y el Consorcio para la Gestión de Residuos de El Vallès Occidental (exp. 2262/2024)",RES,False,,,,ModelAPIError,1.412
121,dogc,Anuncio sobre aprobación inicial del Proyecto técnico para la implantación del nuevo punto limpio para el tratamiento de residuos,RES,True,RES,,,ModelAPIError,1.354
122,bopv,"ANUNCIO del Director de Administración Ambiental, por el que se somete a información pública el proyecto técnico y el estudio de impacto ambiental presentado por la empresa PHS Serkonten, S.A.U. para la actividad de gestión de residuos peligrosos y no peligrosos, en el polígono industrial de Atxukarro n.º 2 de Arrigorriaga, para la obtención de la autorización ambiental única en la Comunidad Autónoma del País Vasco.
				
2025/00509",RES,True,RES,,,ModelAPIError,1.379
123,bopv,"ANUNCIO del Director de Administración Ambiental, por el que se somete a información pública el proyecto técnico presentado por la empresa Intocast Ibérica, S.L. para la actividad de gestión de residuos no peligrosos, en el barrio de Andatza en el término municipal de Aia, promovido para la obtención de la autorización ambiental única en la Comunidad Autónoma del País Vasco.

				
2025/01166",RES,True,RES,,,ModelAPIError,1.269
124,docm,"Anuncio de 12/02/2025, de la Dirección General de Economía Circular y Agenda 2030, por el que se da publicidad de la autorización para realizar operaciones de tratamiento de residuos, consistente en el almacenamiento de vehículos descontaminados, en su instalación ubicada en calle Camino de las Viñas, s/n 16003 Cuenca.",RES,True,RES,,,ModelAPIError,1.222
125,bopa,"Anuncio por el que se hace pública la Resolución de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, de otorgamiento de autorización ambiental integrada simplificada a Julio Ron, S. L. U., para la instalación industrial denominada “Centro de gestión de residuos no peligrosos”, ubicada en la calle Augusto Barcia Trelles, s/n, concejo de Vegadeo. Expte. AAIS-021/23 (AUTO/2023/14296). [Cód. 2025-00630]",RES,True,RES,,,ModelAPIError,1.205
126,boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental sobre la revisión de la Autorización Ambiental Integrada de la planta de tratamiento de aceite mineral usado en el TM Lloseta, promovida por WORP Islas Baleares SL, vista la Decisión de ejecución de la Comisión de 10 de agosto de 2018, por la que se establecen las conclusiones sobre las mejores técnicas disponibles (MTD) en el tratamiento de residuos (IPPC M05/2022)",RES,True,RES,cuenca_insular,,ModelAPIError,1.367
127,boib,"Resolución núm. 2025-1091 por la cual se aprueban las bases y la convocatoria para la constitución de una bolsa de trabajo de técnico/a superior en Química y Gestión de Residuos para cubrir con carácter temporal necesidades urgentes e inaplazables de prestación de servicios en el Ayuntamiento de Eivissa, mediante el sistema de concurso de méritos",RES,False,,,,ModelAPIError,1.346
128,dogv,"RESOLUCIÓN de 17 de septiembre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula declaración de impacto ambiental del Proyecto de almacén y gestión de residuos metálicos y de automoción, del término municipal de Aldaia (València). Expediente: (3502285) 253/2024/AIA.",RES,True,RES,,,ModelAPIError,1.307
129,bocyl,"RESOLUCIÓN de 23 de diciembre de 2024, de la Delegación Territorial de Ávila, por la que se dicta informe de impacto ambiental del proyecto de una planta de tratamiento de residuos de construcción y demolición en la parcela 40.408 del polígono 506, en el término municipal de El Fresno (Ávila), promovido por «CYC Vías, S.L.». Expte.: E.I.A.S/2024/AV/017.",RES,True,RES,,,ModelAPIError,1.391
130,bopv,"ANUNCIO del Director de Administración Ambiental, por el que se somete a información pública el proyecto técnico y estudio de impacto ambiental presentado por la empresa Urteaga Quimica, S.L. para la actividad de gestión de residuos peligrosos, en el término municipal Vitoria-Gasteiz

				
2025/00416",RES,True,RES,,,ModelAPIError,1.316
131,borm,"Servicio de Recogida, transporte y gestión de residuos domésticos, gestión del ecoparque fijo y limpieza viaria del municipio de Cieza (Murcia).",RES,False,,,,ModelAPIError,1.328
132,boa,"RESOLUCIÓN de 7 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se decide no someter al procedimiento de evaluación de impacto ambiental ordinaria y se emite informe de impacto ambiental del proyecto de instalación de valorización de residuos no peligrosos para el tratamiento de residuos de rechazo de la fragmentación de vehículos fuera de uso, promovido por Ecoindustrial Aragón SL, ubicada en el polígono 26, parcela 320, paraje Valdepeñas, carretera N-IIa, Km 237, Calatayud (Zaragoza), (Número de expediente: INAGA 500301/01/2024/2662).",RES,True,RES,,,ModelAPIError,1.336
133,bon,"RESOLUCIÓN 555E/2024, de 16 de diciembre, del director del Servicio de Economía Circular e Innovación por la que se acepta el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental unificada de la instalación de gestión de residuos, cuyo titular es Servicios y Suministros Saher SL, ubicada en término municipal de Tafalla.",RES,True,RES,,,ModelAPIError,1.264
134,boib,Anuncio de cobranza del impuesto sobre vehículos de tracción mecánica y de la tasa por servicios relativos al tratamiento de residuos sólidos urbanos del Ayuntamiento de Palma correspondientes al ejercicio 2025,RES,False,,,,ModelAPIError,1.427
135,bopv,"ANUNCIO de la Agencia Vasca del Agua, por el que se somete a información pública una solicitud de autorización de vertido en el término municipal de Zestoa.
				
2025/00108",VER,True,VER,cuenca_cantabrico,,ModelAPIError,1.297
136,boe,"Anuncio de la Confederación Hidrográfica del Guadiana de sometimiento a información pública sobre autorización administrativa para la instalación provisional de asentamiento apícola, durante el periodo comprendido entre los meses de Mayo a Octubre de 2025 en zona en dominio público hidráulico del Río Gargáligas, en el T.M. Acedera (Badajoz).",VER,True,AGU_GEN,cuenca_guadiana,,ModelAPIError,1.394
137,boe,"Anuncio de la Confederación Hidrográfica del Miño-Sil, O.A. de información pública del expediente de autorización para la corta de 21 chopos en dominio público hidráulico del río Louro, en San Salvador de Budiño, término municipal de O Porriño (Pontevedra)A/36/13957.",VER,True,AGU_GEN,cuenca_mino_sil,,ModelAPIError,1.328
138,boe,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la información pública de la solicitud de autorización de vertido en el término municipal de Brihuega (Guadalajara) Referencia AV-0233/2023.,VER,True,VER,cuenca_tajo,,ModelAPIError,1.244
139,boe,"Anuncio de la Confederación Hidrográfica del Miño-Sil, O.A. de información pública del expediente de autorización de vertido de aguas residuales de Gestor de residuos peligrosos y no peligrosos en Partovia, en Partovia , término municipal de O Carballiño (Ourense).",VER,True,VER,cuenca_mino_sil,,ModelAPIError,1.417
140,bopv,"ANUNCIO por el que se somete a información pública el expediente de obras de construcción del túnel de Aginaga con afección al dominio público hidráulico y zona de policía de cauces de las regatas Txorkoa e Illumbe, en el término municipal de Usurbil (Gipuzkoa).

				
2025/00601",VER,True,AGU_GEN,cuenca_cantabrico,,ModelAPIError,1.25
141,boe,Anuncio de la Confederación Hidrográfica del Tajo O.A. de la Información Pública de la Solicitud de Actuaciones en Dominio Público Hidráulico en el término municipal de Griñón (Madrid) Referencia O-0201/2024.,VER,True,AGU_GEN,cuenca_tajo,,ModelAPIError,1.384
142,boe,"Anuncio de la Comisaría de Aguas de la Confederación Hidrográfica del Cantábrico, O.A. de información pública del procedimiento de autorización de vertido de Alojamiento rural y centro de interpretación e investigación de la sidra artesana en Hijas – La Panera Turismo Rural, S.L., término municipal de Puente Viesgo (Cantabria). Expediente V/39/01342.",VER,True,VER,cuenca_cantabrico,,ModelAPIError,1.276
143,boe,"Anuncio de la Confederación Hidrográfica del Miño-Sil, O.A. de información pública del expediente de autorización de vertido de aguas residuales de Extracción de pizarras en La Calzada, en La Calzada San Vicente de Leira, término municipal de Vilamartín de Valdeorras (Ourense).",VER,True,VER,cuenca_mino_sil,,ModelAPIError,1.206
144,boe,"Anuncio de la Confederación Hidrográfica del Miño-Sil, O.A. de información pública del expediente de autorización para la corta de 8 alisos y 2 sauces en dominio público hidráulico, 67 alisos, 60 fresnos, 6 castaños y 4 sauces en zona de servidumbre y 60 robles, 20 castaños y 50 pinos en zona de policía del regato da Lavandeira, en Loucía, término municipal de San Amaro (Ourense)A/32/32696.",VER,True,AGU_GEN,cuenca_mino_sil,,ModelAPIError,1.235
145,boe,Anuncio de formalización de contratos de: Presidencia de la Confederación Hidrográfica del Miño-Sil. Objeto: Servicio para el soporte técnico en expedientes relativos a Aprovechamientos Hidroeléctricos en las cuencas de los ríos de la parte española de la Demarcación Hidrográfica del Miño-Sil. EL . Expediente: 90/24/CA/PA/SE.,PHD,False,,,,ModelAPIError,1.342
146,boca,"Consejo Insular de Aguas de El Hierro.- Anuncio de 15 de enero de 2025, por el que se inicia el periodo de consulta e información pública de los Documentos Iniciales del proceso de planificación hidrológica, ciclo 2027-2033, de la Demarcación Hidrográfica El Hierro.- Expte. 3-2025.",PHD,True,PHD,cuenca_insular,,ModelAPIError,1.166
147,dog,"RESOLUCIÓN de 13 de enero de 2025 por la que se hacen públicas las ayudas concedidas al amparo de la Resolución de 18 de marzo de 2024 por la que se aprueban las bases reguladoras para la concesión de subvenciones a asociaciones sin ánimo de lucro, en régimen de concurrencia competitiva, para el desarrollo de actuaciones y actividades de educación ambiental para la sustentabilidad de los ríos de la Demarcación Hidrográfica de Galicia-Costa, y se convocan para el año 2024 (código de procedimiento AU301G).",PHD,False,,,,ModelAPIError,1.187
148,dog,"EXTRACTO de la Resolución de 17 de febrero de 2025 por la que se aprueban las bases reguladoras para la concesión, en régimen de concurrencia no competitiva, de subvenciones destinadas a ayuntamientos para la instalación de sistemas de depuración autónomos en el ámbito territorial de la Demarcación Hidrográfica de Galicia-Costa y se convocan para el año 2025 (código de procedimiento AU300B).",PHD,False,,,,ModelAPIError,1.467
149,boca,"Consejo Insular de Aguas de Gran Canaria.- Anuncio de 28 de enero de 2025, por el que se inicia el periodo de consulta e información pública de los “Documentos Iniciales” del proceso de planificación hidrológica, ciclo 2027-2033, de la Demarcación Hidrográfica de Gran Canaria (ES120).",PHD,True,PHD,cuenca_insular,,ModelAPIError,1.361
150,boa,"RESOLUCIÓN de 19 de diciembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""La Palma"" de 500 kW en el término municipal de Sástago. Expediente: G-Z-2023-150.",NEGATIVO,False,,,,ModelAPIError,1.191
151,boca,"Consejo Insular de Aguas de Tenerife.- Anuncio de 14 de enero de 2025, relativo a la solicitud de autorización administrativa para el tratamiento y vertido de las aguas residuales procedentes de una explotación equina (centro hípico), ubicado en Camino Bubango, Beltrán-Miradero, en el término municipal de Icod de los Vinos.- Expte. 2060_EDAR.",NEGATIVO,True,VER,cuenca_insular,,ModelAPIError,1.36
152,boe,U.R. SUBASTAS MURCIA,NEGATIVO,False,,,,ModelAPIError,1.414
153,bor,Delegación de funciones para la celebración de matrimonios civiles,NEGATIVO,False,,,,ModelAPIError,1.328
154,boe,U.R. SUBASTAS VALENCIA,NEGATIVO,False,,,,ModelAPIError,1.324
155,boe,"Resolución de 4 de marzo de 2025, de la Universidad de Salamanca, por la que se nombra Catedrático de Universidad a don Javier Sánchez Zapatero.",NEGATIVO,False,,,,ModelAPIError,1.455
156,boe,U.R. SUBASTAS BALEARES,NEGATIVO,False,,,,ModelAPIError,1.341
157,dogc,"Edicto de 3 de febrero de 2025, sobre un acuerdo de la Comisión de Territorio de Cataluña referente al municipio de Cubelles",NEGATIVO,False,,,,ModelAPIError,1.343
158,docm,"Anuncio de 03/03/2025, del Ayuntamiento de Carrión de Calatrava (Ciudad Real), de información pública de modificación de proyecto de urbanización de los sectores SR2 y SR3 de las Normas Subsidiarias, de la localidad.",NEGATIVO,False,,,,ModelAPIError,1.205
159,boe,U.R. SUBASTAS ANDALUCIA 29,NEGATIVO,False,,,,ModelAPIError,1.398
160,dogc,Anuncio sobre aprobación definitiva de la plantilla de personal para el año 2025,NEGATIVO,False,,,,ModelAPIError,1.472
161,bopa,Anuncio. Lista provisional de aspirantes admitidos/excluidos de una plaza de Administrativo (C1). [Cód. 2025-01179],NEGATIVO,False,,,,ModelAPIError,1.307
162,bon,Aprobación definitiva del presupuesto de 2025,NEGATIVO,False,,,,ModelAPIError,1.363
163,bopa,"Resolución de 3 de febrero de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se declara desierta la convocatoria para su provisión, por el sistema de libre designación, de un puesto de trabajo de Secretario/a de Despacho de la Dirección General de Estrategia Digital e Inteligencia Artificial. [Cód. 2025-00995]",NEGATIVO,False,,,,ModelAPIError,1.241
164,boja,"Acuerdo de 22 de enero de 2025, de la Delegación Territorial de Inclusión Social, Juventud, Familias e Igualdad en Córdoba, por el que se ordena la notificación por edicto de la resolución en materia de relaciones familiares.",NEGATIVO,False,,,,ModelAPIError,1.395
165,boja,"Corrección de errores de la Resolución de 6 de febrero de 2025, de la Universidad de Jaén, por la que se convoca concurso público de acceso para la adjudicación de plazas de Profesor/a Ayudante Doctor/a (BOJA núm. 29, de 12.2.2025).",NEGATIVO,False,,,,ModelAPIError,1.339
166,boe,"Orden TDF/284/2025, de 18 de marzo, por la que se aprueba la relación definitiva de personas admitidas y excluidas, respecto a las plazas adicionales a la Subescala de Secretaría, categoría de Entrada, convocadas por Orden TDF/1507/2024, de 23 de diciembre, del proceso selectivo en el marco de la estabilización de empleo temporal, para el acceso a la Escala de funcionarios de administración local con habilitación de carácter nacional, convocado por Orden HFP/1328/2022, de 23 de diciembre.",NEGATIVO,False,,,,ModelAPIError,1.362
167,bon,Recaudación ejecutiva Acto que se notifica: Providencia de apremioReferencia: A202000/00004/2025,NEGATIVO,False,,,,ModelAPIError,1.237
168,boe,VALVERDE DEL CAMINO,NEGATIVO,False,,,,ModelAPIError,1.274
