id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
40,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Degaña por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02287]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,False,resolución,[],[],0.98,"El texto se refiere a un ""Convenio de colaboración"" y una ""encomienda de gestión"", pero el contexto describe una cooperación interadministrativa (Consejería vs Ayuntamiento) para desarrollar prestaciones sociales, lo cual corresponde a un convenio administrativo o colaboración institucional más que a un acto de contratación pública bajo la LCSP. La ""encomienda de gestión"" mencionada se refiere a la gestión del servicio entre administraciones, no a un encargo contractual típico bajo la LCSP al tratarse de cooperación interadministrativa sin ánimo de lucro comercial ni adjudicación en sentido estricto de contratación pública regulada.",75.749,
41,boe,"Resolución de 5 de febrero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio por el que se formaliza la encomienda de gestión al Ayuntamiento de Villanueva del Arzobispo, para la ejecución de obras de reforma y rehabilitación de la casa-cuartel de la Guardia Civil de titularidad estatal radicada en el municipio en el marco del Programa de Fomento de Empleo Agrario.",CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion ejecucion obras casa-cuartel,True,resolución,"[""CONT_FOR"", ""CONT_ENC""]","[""tipo_obras""]",0.95,"Es una resolución que formaliza la ejecución de obras de reforma y rehabilitación (señales: ""formaliza la encomienda de gestión"", ""ejecución de obras de reforma""). Aunque es un convenio, actúa como acto administrativo de formalización. La subcategoría ""tipo_obras"" es explícita en el texto (""reforma y rehabilitación"").",62.457,
42,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Castrillón por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02207]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,False,resolución,[],[],0.98,"El texto describe una ""Resolución"" que ordena la publicación de un ""Convenio de colaboración"". Según las reglas, los convenios interadministrativos sin acto contractual son actos que no se clasifican en contratación pública (is_relevant=False). Además, aunque menciona ""encomienda de gestión"", este es el objeto del convenio y no un encargo a medio propio independiente de una administración a otra con fines operativos; la clasificación principal cae en convenios interadministrativos. No hay señales de licitación, formalización o adjudicación de un contrato público susceptible de LCSP.",72.734,
43,boca,"Servicio Canario de Empleo.- Resolución de 31 de diciembre de 2024, de la Presidenta, de encomienda de gestión a la sociedad mercantil pública Instituto Tecnológico de Canarias, S.A. (ITC) para apoyo a la gestión del Centro de Orientación, Emprendimiento, Acompañamiento e Innovación para el Empleo del Servicio Canario de Empleo, año 2025.",CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion a medio propio ITC,True,resolución,"[""CONT_ENC""]",[],0.98,"El texto menciona explícitamente ""encomienda de gestión"", que es una modalidad de encargo a medio propio según la taxonomía. El objeto del acto es un apoyo a la gestión de un centro, no una obra ni suministro claro para inferir subcategoría N3.",56.09,
44,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de Proaza por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02305]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,False,,,,,,64.597,ClosedResourceError
45,docm,"Resolución de 06/02/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo para el ingreso, por el sistema general de acceso libre, en la categoría de Facultativo/a Especialista de Área de Cirugía Ortopédica y Traumatología, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 09/03/2021.",NEG_ADJ_RRHH,False,,,Adjudicacion de plazas personal estatutario: RRHH,False,resolución,[],[],1.0,"La publicación describe una resolución de ""nombramiento"" y ""adjudicación de plazas a las personas aprobadas en el proceso selectivo"", que se refiere a la provisión de personal sanitario (RRHH). Según las reglas, esto no es un acto contractual de contratación pública LCSP.",134.334,
46,boib,"Resolución de la Presidencia del IMAS por la que aprueba la lista definitiva de las personas aspirantes que han superado el proceso selectivo de estabilización por el sistema de concurso-oposición para el ingreso como personal funcionario de la escala de Administración especial , subescala técnica, clase técnico-a medio, especialidad Terapia Ocupacional, del subgrupo A2, se nombra personal funcionario de carrera y se adjudican los puestos de trabajo",NEG_ADJ_RRHH,False,,,Adjudicacion de puestos proceso estabilizacion: RRHH,False,resolución,[],[],1.0,"El texto se refiere a la adjudicación de ""puestos de trabajo"" y al nombramiento de personal funcionario tras un proceso selectivo, lo cual corresponde a recursos humanos, no a contratación pública según las reglas críticas definidas. Fragmento: ""se adjudican los puestos de trabajo"".",59.263,
47,boc,"Resolución de 16 de diciembre de 2024, por la que se adjudica el puesto de trabajo número 8538, Subdirector General del Área de Recaudación de la Agencia Cántabra de Administración Tributaria, Consejería de Economía, Hacienda, Financiación Autonómica y Fondos Europeos, convocado mediante Resolución del Presidente de la Agencia Cántabra de Administración Tributaria, de 6 de noviembre de 2024.",NEG_ADJ_RRHH,False,,,Adjudicacion de puesto de trabajo: RRHH,False,resolución,[],[],0.98,"La descripción menciona la adjudicación de un ""puesto de trabajo"" (Subdirector General), lo cual corresponde a una provisión de personal y no a una contratación pública según LCSP, por tanto is_relevant=False.",51.471,
48,boe,"Resolución de 11 de febrero de 2025, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la calificación realizada por la registradora de la propiedad de Getafe número 2 en el seno de un procedimiento administrativo de ejecución seguido por la Agencia Estatal de Administración Tributaria en el que, tras inscribir la adjudicación del dominio de una finca adquirido en la correspondiente subasta, suspende la cancelación de la anotación de embargo que en su día se practicó en dicho expediente, así como la cancelación de las cargas posteriores, ordenadas en mandamiento expedido por la Agencia Estatal de Administración Tributaria.",NEG_ADJ_RRHH,False,,,Recurso registral sobre adjudicacion de finca en subasta: no contractual,False,resolución,[],[],1.0,"El texto describe una ""adjudicación del dominio"" en el contexto de una subasta judicial por la AEAT y el mantenimiento de cargas registrales, lo que corresponde a un proceso registral/patrimonial o tributario y no a un contrato de contratación pública según la LCSP.",98.739,
49,bocyl,"RESOLUCIÓN de 15 de enero de 2025, de la Viceconsejería de Administraciones Públicas y Atención al Ciudadano, por la que se adjudican destinos a los aspirantes que han superado el proceso selectivo convocado por Resolución de 23 de noviembre de 2022, para ingreso, por el sistema de acceso libre, en la competencia funcional de Oficial de Primera Conductor, en régimen de contratación laboral de carácter fijo discontinuo, que presta sus servicios en el operativo para la prevención y extinción de incendios forestales dependiente de la Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio.",NEG_ADJ_RRHH,False,,,Adjudicacion de destinos proceso selectivo: RRHH,False,resolución,[],[],0.99,"La publicación es una ""Resolución... por la que se adjudican destinos a los aspirantes"", lo que corresponde a provisión de personal y no a contratación pública. El texto menciona explícitamente ""adjudicaren destinos"" y ""contratación laboral de carácter fijo discontinuo"", descartando su relevancia en el ámbito de licitaciones o contratos administrativos según las reglas críticas.",57.534,
50,boja,"Resolución de 26 de febrero de 2025, de la Viceconsejería, por la que se adjudica puesto de trabajo de libre designación convocado por resolución que se cita.",NEG_ADJ_RRHH,False,,,Adjudicacion puesto libre designacion: RRHH,False,resolución,[],[],0.98,"El texto menciona ""se adjudica puesto de trabajo"", lo cual corresponde a la provisión de personal (RRHH), no a una contratación pública de obras, servicios o suministros según las reglas críticas establecidas.",45.575,
51,boc,"Resolución de 2 de enero de 2025, por la que se adjudican los puestos de trabajo de la categoría profesional Operario de Carreteras a los aspirantes que han superado el proceso selectivo convocado por Orden PRE/151/2022, de 28 de noviembre.",NEG_ADJ_RRHH,False,,,Adjudicacion puestos proceso selectivo: RRHH,False,resolución,[],[],1.0,"La publicación es una resolución de ""adjudicación de puestos de trabajo"", lo cual corresponde a RRHH y no a contratación pública según las reglas críticas (regla 3). No se detectan categorías N2 aplicables.",47.315,
52,docm,"Resolución de 24/01/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo convocado para el ingreso, por el sistema general de acceso libre, en la categoría de Ingeniero/a Técnico/a, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 23/08/2021.",NEG_ADJ_RRHH,False,,,Adjudicacion plazas personal estatutario: RRHH,False,resolución,[],[],1.0,"El texto se refiere a la adjudicación de plazas a personal estatutario y nombramiento, lo cual corresponde a RRHH y no a contratación pública (LCSP). La frase clave es ""se nombra personal estatutario fijo y se adjudican plazas"".",49.525,
53,bopa,"Resolución de 14 de marzo de 2025, del Secretario General de la Universidad de Oviedo, por la que se emplaza a los interesados en el recurso de alzada 25/2025 contra los Acuerdos del Tribunal respecto al 1.er y 2.º ejercicio y la anulación del Acuerdo del Tribunal en el que se propone la adjudicación de las plazas, y en el recurso de reposición 30/2025 contra la Resolución del Rector de 13 de febrero de 2025, por la que se adjudican las 40 plazas convocadas por Resolución del Rector de 5 de diciembre de 2023, de la Escala Administrativos de la Universidad de Oviedo, Grupo C, Subgrupo C1, sistema general de acceso libre (BOPA de 20 de diciembre de 2023). [Cód. 2025-02143]",NEG_ADJ_RRHH,False,,,Emplazamiento recurso sobre adjudicacion de plazas: RRHH,False,resolución,[],[],0.98,"El texto describe la adjudicación de plazas universitarias (40 plazas de Escala Administrativos), lo cual se considera provisión de personal y no un acto contractual de contratación pública bajo LCSP. Se cita explícitamente ""adjudicación de las plazas"" y ""40 plazas convocadas"", confirmando su naturaleza de recurso humano.",59.605,
54,bopa,"Resolución de 23 de enero de 2025, de la Dirección Gerencia del Servicio de Salud del Principado de Asturias, por la que se nombra personal estatutario fijo y se adjudican plazas de la categoría de Técnico Especialista en Radiodiagnóstico del Servicio de Salud del Principado de Asturias, convocado por Resolución de 15 de diciembre de 2022 (BOPA de 27 de diciembre de 2022). [Cód. 2025-00725]",NEG_ADJ_RRHH,False,,,Adjudicacion plazas personal estatutario: RRHH,False,resolución,[],[],1.0,"La publicación trata sobre el nombramiento de personal y la adjudicación de plazas de ""Técnico Especialista en Radiodiagnóstico"", lo que corresponde a RRHH y no a contratación pública (LCSP). Los términos clave son ""se nombra personal estatutario fijo"" y ""adjudican plazas"".",53.845,
55,boe,"Resolución de la Autoridad Portuaria de Baleares por la que se anuncia el concurso público para la explotación, en régimen de concesión administrativa, de un bar-cafetería y restaurante en el edificio Port Centre del puerto de Palma (CC-C-P-0011), la elección de la solución más ventajosa y el otorgamiento de la correspondiente concesión administrativa.",NEG_DOM_PUB,False,,,Concesion administrativa demanial portuaria para bar-cafeteria: dominio publico no LCSP,False,resolución,[],[],0.98,"La publicación es una concesión administrativa demanial sobre un establecimiento en un puerto, no una licitación o contrato público de servicios u obras según la LCSP. El fragmento clave ""concesión administrativa... de un bar-cafetería y restaurante"" indica una autorización demanial sobre dominio público.",101.082,
56,boe,"Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Congresos y Turismo de Sevilla SA de modificación sustancial de concesión administrativa Expediente E497, consistente en la ampliación de su plazo.",NEG_DOM_PUB,False,,,Modificacion concesion administrativa portuaria: dominio publico,False,información_pública,[],[],0.98,"El texto describe una ""concesión administrativa"" de la Autoridad Portuaria, que según las reglas es demanial y no constituye contratación pública. El acto es un simple trámite de información sobre una solicitud, sin acto contractual LCSP.",103.349,
57,bopv,"ANUNCIO por el que se somete a información pública el expediente de solicitud de concesión administrativa para el aprovechamiento de 211,6 m3/año del río Urkulu en el término municipal de Oñati (Gipuzkoa), con destino a abastecimiento de población y riego.
				
2025/00167",NEG_DOM_PUB,False,,,Concesion administrativa aprovechamiento de aguas: dominio B1,False,anuncio,[],[],1.0,"El texto se refiere a una ""concesión administrativa para el aprovechamiento de aguas"", que según las reglas es una concesión demanial sobre dominio público y no un acto contractual (LCSP). El fragmento clave es: ""expediente de solicitud de concesión administrativa para el aprovechamiento de 211,6 m3/año del río Urkulu"".",51.286,
58,boe,"Anuncio de la Autoridad Portuaria de Sevilla de otorgamiento de concesión administrativa a Sociedad Ibérica de Construcciones Eléctricas, S.A. en la zona de servicio del Puerto de Sevilla con destino a almacenaje, control y distribución de materiales (E620).",NEG_DOM_PUB,False,,,Otorgamiento concesion administrativa portuaria: dominio publico,False,anuncio,[],[],0.95,"El texto describe un ""otorgamiento de concesión administrativa"" sobre la zona de servicio del Puerto de Sevilla, lo que según las reglas críticas corresponde a una concesión administrativa o demanial (aprovechamiento/ocupación de puerto), excluyendo la contratación pública (LCSP). La palabra clave es ""concesión administrativa"" en el contexto de autoridad portuaria.",56.455,
59,boja,"Resolución de 19 de marzo de 2025, de la Dirección General de Trabajo, Seguridad y Salud Laboral, por la que se garantiza el funcionamiento del servicio público que presta la empresa Servicios y Mantenimiento Mabraser XI, S.L., relativo al servicio incluido en los lotes 1, 2 y 7 de la concesión administrativa de limpieza en centros educativos dependientes de la Delegación Territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación en Córdoba, en los que dicha empresa es adjudicataria, mediante el establecimiento de los servicios mínimos.",NEG_DOM_PUB,False,,,Servicios minimos por huelga en concesion de limpieza: acto laboral,False,resolución,[],[],0.95,"Aunque menciona ""concesión administrativa"" y ""adjudicataria"", el documento regula el servicio público de limpieza mediante servicios mínimos en un contexto laboral (Dirección General de Trabajo), no la gestión del contrato administrativo ni una nueva fase contractual. La resolución se centra en garantizar el funcionamiento del servicio, actuando más como medida de continuidad o norma laboral derivada que como acto de contratación pública propiamente dicho según las reglas críticas sobre RRHH y continuidad de servicios mínimos. El fragmento ""garantiza el funcionamiento del servicio público"" y la mención a ""servicios mínimos"" indica un ámbito más bien regulatorio de prestación que una formalización contractual estándar, aunque es borde; sin embargo, al ser una resolución de la Dirección General de Trabajo sobre mantenimiento en centros educativos bajo la concesión existente, no califica como acto de contratación activa (licitación, formalización, adjudicación) ni encomienda nueva.",90.214,
60,boe,"Anuncio de la Autoridad Portuaria de Tarragona por el que se somete a información pública la solicitud presentada por Bergé Marítima, S.L., para la ocupación y mejora de una nave preexistente y la construcción y posterior explotación, en régimen de concesión administrativa, de un conjunto de dos naves en la confluencia entre el Muelle de Aragón y Navarra, destinada a la manipulación portuaria y almacenaje de graneles sólidos y mercancía general, así como para la generación de energía fotovoltaica.",NEG_DOM_PUB,False,,,Concesion administrativa portuaria naves: dominio publico,False,información_pública,[],[],0.98,"La publicación se refiere a una ""ocupación y mejora de una nave... en régimen de concesión administrativa"" por la Autoridad Portuaria, que según las reglas críticas (punto 4) es un acto demanial sobre dominio público, no parte del dominio de contratación pública LCSP. El fragmento clave es ""para la ocupación y mejora de una nave preexistente... en régimen de concesión administrativa"" y ""Autoridad Portuaria"".",65.088,
61,boe,Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Sevisur Logística SA de otorgamiento de concesión administrativa para ocupación de parcela en la Zona de Actividades Logísticas con destino a la construcción de dos naves logísticas para su cesión a terceros (E661).,NEG_DOM_PUB,False,,,Concesion administrativa portuaria parcela ZAL: dominio publico,False,información_pública,[],[],1.0,"El texto describe una ""concesión administrativa para ocupación de parcela"" y se refiere a la Autoridad Portuaria, lo que la califica como demanial (concesión sobre dominio público), excluyéndola de la contratación pública LCSP según las reglas críticas. Además, el acto es meramente de ""información pública"" sobre una solicitud.",58.619,
62,dog,RESOLUCIÓN de 24 de enero de 2025 por la que se autoriza la transmisión inter vivos de la concesión administrativa de la batea Isla II.,NEG_DOM_PUB,False,,,Transmision concesion administrativa de batea: dominio publico maritimo,False,resolución,[],[],0.98,"La publicación se refiere a la ""transmisión inter vivos de la concesión administrativa de la batea Isla II"". Según las reglas, la ""concesión administrativa"" sobre dominio público (en este caso, una batea) no es un acto de contratación pública (LCSP), sino una concesión demanial. Por tanto, is_relevant=False.",59.856,
63,boe,Anuncio de la Autoridad Portuaria de Castellón por la que se convoca concurso público para el otorgamiento de una concesión administrativa de ocupación de dominio público portuario.,NEG_DOM_PUB,False,,,Concurso concesion administrativa dominio publico portuario,False,anuncio,[],[],1.0,"La publicación describe una ""concesión administrativa de ocupación de dominio público portuario"", lo cual corresponde a un acto demanial sobre aguas y puertos, excluido por las reglas críticas (Regla 4). El fragmento clave es: ""concurso público para el otorgamiento de una concesión administrativa de ocupación de dominio público portuario"".",58.299,
64,dogv,"ANUNCIO del expediente de concesión demanial por razones de interés público de terrenos en el monte del Catálogo de utilidad pública V075 denominado La Redonda, sito en el término municipal de Enguera (Valencia) y perteneciente a su ayuntamiento, a fin de realizar la instalación de infraestructuras de telecomunicaciones, promovido por Telefónica de España, SAU.",NEG_DOM_PUB,False,,,Concesion demanial en monte UP para telecomunicaciones: dominio publico,False,anuncio,[],[],0.98,"El texto menciona una ""concesión demanial"" sobre ""terrenos en el monte"", lo cual se refiere a una concesión administrativa de dominio público (montes) y no a un contrato de concesión de servicios u obras bajo la LCSP, por tanto es is_relevant=False.",55.643,
65,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Resolución de obsolescencias de sistemas de defensa antiaérea del PCMASACOM. Expediente: 2024/ETSAE0906/00003960E.,CONT_LIC,True,CONT_LIC,,Licitacion resolucion obsolescencias defensa antiaerea. Objeto ambiguo servicio o suministro,True,anuncio,"[""CONT_LIC""]",[],0.95,"La descripción comienza con ""Anuncio de licitación"", lo que indica claramente la categoría CONT_LIC. El objeto se refiere a ""Resolución de obsolescencias de sistemas"", que implica un proceso técnico o de servicios, pero no se especifica suficientemente en el texto para determinar si son obras, servicios o suministros específicos, por lo que la subcategoría N3 se deja vacía según las instrucciones.",62.824,
66,boe,Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Ejecución de las obras del proyecto de construcción de la nueva estación de Sant Feliú de Llobregat y del proyecto de construcción de la integración del ferrocarril en Sant Feliú de Llobregat. Instalaciones de protección y seguridad. Expediente: 3.24/06110.0183.,CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion ejecucion obras estacion ferroviaria,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_obras""]",0.98,"La publicación es un ""Anuncio de licitación"" que tiene como objeto la ""Ejecución de las obras"", lo que define la fase CONT_LIC y el tipo de prestación tipo_obras. Además, el procedimiento corresponde a una ""Concesión del servicio público"", por lo que se añade la categoría CONT_CON según las reglas para combinar fases y tipos.",63.853,
67,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Objeto: Servicio de información multicanal del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Expediente: ASE/2024/0067.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio informacion multicanal,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto indica claramente ""Anuncio de licitación"" (señal CONT_LIC) y el objeto es ""Servicio de información multicanal"", lo que clasifica la prestación como tipo_servicios.",52.221,
68,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Mantenimiento de infraestructuras de la zona regable del Canal de Monegros y Canal del Cinca. Expediente: 011/25-S.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion mantenimiento infraestructuras zona regable,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"Texto explícitamente identificado como ""Anuncio de licitación"". El objeto mencionado, ""Mantenimiento de infraestructuras"", en el contexto de una Confederación Hidrográfica se refiere a servicios de mantenimiento y reparación, clasifícase así como tipo_servicios.",54.208,
69,boe,Anuncio de licitación de: Mesa del Senado. Objeto: Obras de reforma de la sala Enrique Casas Vila del Senado. Expediente: 02/2025.,CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion obras reforma sala Senado,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"El texto comienza explícitamente con ""Anuncio de licitación"", lo cual es la señal clave para CONT_LIC. Además, el objeto del contrato se describe como ""Obras de reforma"", que encaja claramente en la subcategoría tipo_obras.",55.36,
70,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de Cultura y Deporte. Objeto: Redacción del proyecto básico y de ejecución, estudio y coordinación de seguridad y salud y dirección de obra y de ejecución de las obras de consolidación y restauración de los jardines históricos y patio andaluz del Museo Sorolla de Madrid. Expediente: J240065.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion redaccion proyecto y direccion de obra: contrato de servicios,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.95,"El texto contiene explícitamente ""Anuncio de licitación"" y el objeto es la ""dirección de obra y ejecución de las obras de consolidación y restauración"", lo que confirma una licitación de tipo obras con alta confianza.",52.372,
71,boe,"Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Mantenimiento de las instalaciones de energía de tracción: línea aérea de contacto, telemando de energía, subestaciones, centros de autotransformación y sistemas asociados de LAV sur tramos: Madrid- Sevilla, La Sagra-Toledo, Córdoba-Málaga y Antequera-Granada. Expediente: 2.24/21506.0064.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion mantenimiento instalaciones energia traccion,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"El texto comienza con ""Anuncio de licitación"" que es la señal léxica clave para CONT_LIC. Además, el objeto descrito (""Mantenimiento de las instalaciones..."") corresponde a servicios de mantenimiento y gestión energética, encajando en la subcategoría tipo_servicios.",58.256,
72,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: AM. Suministro de gas propano y butano varios cas de Diaper periodo 2025-2026. Expediente: 2024/ETSAE0905/00007151E.,CONT_LIC,True,CONT_LIC,tipo_suministros,Licitacion AM suministro gas propano y butano,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.95,"El texto contiene explícitamente ""Anuncio de licitación"" y el objeto es ""Suministro de gas propano y butano"", activando las etiquetas CONT_LIC y tipo_suministros.",52.769,
73,boe,Anuncio de licitación de: ADIF Alta Velocidad - Consejo de Administración. Objeto: Realizacion de pruebas de infraestructura con material rodante de ancho estandar (1435) (4 lotes). Expediente: 3.24/20810.0048.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion pruebas de infraestructura con material rodante,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"El texto menciona explícitamente ""Anuncio de licitación"", lo que activa la etiqueta CONT_LIC. El objeto es la ""Realizacion de pruebas de infraestructura con material rodante"", que se clasifica como tipo_servicios dado que implica pruebas y operaciones con el material en lugar de suministro de bienes o ejecución de obras de construcción per se.",59.87,
74,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Servicio de vigilancia destinado a institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: LOT31/25.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio vigilancia,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"Texto identifica claramente un ""anuncio de licitación"" para el objeto ""Servicio de vigilancia"". La combinación CONT_LIC se deriva del verbo ""licitación"", y CONT_CON porque se trata de una concesión de servicios (vigilancia). La subcategoría tipo_servicios se infiere directamente del objeto explícito.",58.532,
75,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Apoyo al mantenimiento del VRCC Centauro del ET. Expediente: 2024/ETSAE0906/00002147EB.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion apoyo mantenimiento vehiculos,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"El texto comienza explícitamente con ""Anuncio de licitación"" y el objeto es ""Apoyo al mantenimiento del VRCC Centauro"", lo que indica una licitación de servicios (mantenimiento).",51.49,
76,bocm,"Convocatoria contrato
– Resolución de 3 de enero de 2025, de la Gerencia Asistencial de Atención Primaria del Servicio Madrileño de Salud, por la que se hace pública la convocatoria de licitación denominada “Servicio para la prevención y el control de la legionelosis en los centros de salud, consultorios locales y otros edificios dependientes de la Gerencia Asistencial de Atención Primaria del Servicio Madrileño de Salud”",CONT_LIC,True,CONT_LIC,tipo_servicios,Convocatoria licitacion servicio legionelosis,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto es una ""Convocatoria contrato... por la que se hace pública la convocatoria de licitación"", lo cual confirma explícitamente la fase de licitación (CONT_LIC). El objeto descrito como ""Servicio para la prevención y el control de la legionelosis"" indica que se trata de prestación de servicios sanitarios (tipo_servicios).",61.798,
77,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Redacción de proyecto, estudio de seguridad y salud (arquitecto o ingeniero) y ejecución de las obras de reforma integral de la Sala Blanca existente en la planta baja del edificio, y de las obras de reacondicionamiento de un laboratorio tipo BSL2 (Biosecurity Level-2) del Instituto de Micro y Nanotecnología, de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: 33183/25.",CONT_LIC,True,CONT_LIC,"tipo_obras, tipo_servicios",Licitacion mixta redaccion proyecto y ejecucion obras,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_obras""]",0.98,"El texto inicia con ""Anuncio de licitación"", lo que corresponde a la categoría CONT_LIC, y el objeto es explícitamente una ""concesión del servicio público"" o contrato relacionado con la ejecución de obras (""ejecución de las obras de reforma integral""). La confianza es alta porque tanto la fase como el tipo de contratación están claramente nombrados en la descripción.",64.519,
78,boe,Anuncio de licitación de: TGSS-Dirección provincial de Zaragoza. Objeto: Retirada y depósito de bienes embargados por las Unidades de Recaudación Ejecutiva dependientes de la Dirección Provincial de la TGSS de Zaragoza. Expediente: 2025/500010.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion retirada y deposito bienes embargados,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.95,"Texto contiene ""Anuncio de licitación"" (señal N2) y el objeto es ""Retirada y depósito de bienes"", que es un servicio/suministro de ejecución y manejo de mercancía, inferible como tipo_suministros o servicios. No es formalización ni adjudicación directa del resultado, sino convocatoria inicial.",58.811,
