id,bulletin,description,grupo_muestreo,act_type_n1,is_relevant_gt,procedures_gt,technologies_gt,is_relevant_pred,act_type_pred,procedures_pred,technologies_pred,confidence,reasoning,duration_s
37,boja,"Resolución 17 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Jerez de la Frontera y Sanlúcar de Barrameda, en la provincia de Cádiz.",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental unificada"", que corresponde al procedimiento AAU en la taxonomía N2. No se identifica ninguna tecnología específica (como eólica o fotovoltaica) ni tecnologías de almacenamiento o hidrógeno en el fragmento proporcionado, por lo que las listas de tecnologías están vacías. La resolución es sobre un informe vinculante de esta autorización ambiental unificada.",62.168
38,boja,"Resolución de 4 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la Resolución de 24 de febrero de 2025, de autorización ambiental unificada simplificada, para el proyecto que se cita, en el término municipal de Cantillana (Sevilla).",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental unificada simplificada"", que corresponde al procedimiento AAU. No se identifican tecnologías específicas en la descripción.",49.081
39,boja,"Acuerdo de 19 de diciembre de 2024, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Málaga, por el que se abre un periodo de información pública sobre el expediente de autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Cártama y Pizarra.",AAU,acuerdo,True,AAU,,True,acuerdo,"[""AAU""]",[],0.95,"El texto menciona explícitamente ""periodo de información pública sobre el expediente de autorización ambiental unificada"", identificando así la etiqueta AAU. No se citan tecnologías específicas.",50.566
40,doe,"Anuncio de 31 de enero de 2025 por el que se pone a disposición del público la información relativa al procedimiento de solicitud de autorización ambiental unificada del proyecto de explotación porcina, promovido por Montemoheda, SL, en el término municipal de Guijo de Granadilla (Cáceres).",AAU,anuncio,True,AAU,,False,anuncio,[],[],1.0,"Se trata de un anuncio meramente informativo sobre la disponibilidad de información relativa a un procedimiento, sin contener ninguna resolución o acto administrativo que otorgue una etiqueta N2 (como DIA, AAP, etc.) ni mencione tecnología energética relevante; el proyecto es porcino.",53.824
41,boja,"Acuerdo de 24 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Granada, por el que se da publicidad a la resolución de autorización ambiental unificada de proyecto obras para la captación de aguas subterráneas mediante sondeo para uso domestico estacional, en el término municipal de Huéscar (Granada). (PP. 171/2025).",AAU,acuerdo,True,AAU,,True,acuerdo,"[""AAU""]",[],0.92,"El texto menciona explícitamente ""resolución de autorización ambiental unificada"" (fragmento: ""acuerdo... se da publicidad a la resolución de autorización ambiental unificada""), lo que identifica el procedimiento AAU. No hay mención específica de tecnologías como hidroeléctrica o biomasa, por lo que la lista de tecnologías queda vacía. La confianza es alta debido al término explícito ""autorización ambiental unificada"".",62.967
42,boja,"Acuerdo de 27 de noviembre de 2024, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Granada, por el que se hace pública resolución de modificación de informe vinculante por el que se otorga la autorización ambiental unificada de plantas solares fotovoltaicas e infraestructuras de evacuación en los términos municipales de Cacín, El Turro, Alhama de Granada, Chimeneas, Moraleda de Zafayona, Pinos Puente, Íllora y Atarfe (Granada). (PP. 10163/2024).",AAU,acuerdo,True,AAU,"fotovoltaica,línea_eléctrica",True,acuerdo,"[""AAU""]","[""fotovoltaica""]",0.95,"El texto contiene ""resolución de modificación de informe vinculante por el que se otorga la autorización ambiental unificada"", lo cual activa claramente el procedimiento AAU. Además menciona explícitamente ""plantas solares fotovoltaicas"" y ""infraestructuras de evacuación"", activando la tecnología fotovoltaica y línea_eléctrica. Es una modificación a un acto previo (AAU), por lo que hereda ese procedimiento.",65.747
43,boja,"Resolución de 10 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la resolución de autorización ambiental unificada para el proyecto que se cita, en el término municipal de El Pedroso, provincia de Sevilla. (PP. 535/2025).",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.98,"El texto menciona explícitamente ""autorización ambiental unificada"", que corresponde al procedimiento AAU según la taxonomía. No se identifica ninguna tecnología específica en el fragmento proporcionado. La confianza es alta debido a la identificación clara del procedimiento N2 sin ambigüedades adicionales.",56.361
44,boa,"RESOLUCIÓN de 27 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se formula la declaración de impacto ambiental del proyecto de la concentración parcelaria de la zona de Santed (Zaragoza), promovido por la Dirección General de Desarrollo Rural del Gobierno de Aragón. (Número de Expediente: INAGA 500201/01A/2022/07286).",DIA,resolución,True,DIA,,True,resolución,"[""DIA""]",[],0.95,"El texto menciona explícitamente ""se formula la declaración de impacto ambiental"", lo que corresponde al procedimiento DIA (Declaración de Impacto Ambiental). El proyecto se trata de una concentración parcelaria, por lo que no implica tecnologías energéticas, resultando en una lista de tecnologías vacía.",47.225
45,bopv,"ANUNCIO de 17 de enero de 2025, de la Delegada Territorial de Industria, Transición Energética y Sostenibilidad de Bizkaia, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto «Parque Eólico Iparaixe II, 21 MW, y sus infraestructuras de evacuación», en los términos municipales de Barakaldo y Valle de Trápaga-Trapagaran (Bizkaia).

				
2025/00477",DIA,anuncio,True,"AAP,DIA","eólica,línea_eléctrica",True,anuncio,"[""AAP"", ""DIA""]","[""eólica""]",0.95,"El texto menciona explícitamente ""Autorización Administrativa Previa"" (AAP) y ""Declaración de Impacto Ambiental"" (DIA). La tecnología identificada es eólica por el nombre del proyecto ""Parque Eólico Iparaixe II"".",48.851
46,bocyl,"RESOLUCIÓN de 22 de enero de 2025, de la Dirección General de Infraestructuras y Sostenibilidad Ambiental, por la que se dicta la declaración de impacto ambiental del proyecto de planta de valorización de residuos para la producción de biometano, ubicada en la parcela 99 del polígono 619, del término municipal de San Millán de los Caballeros (León), promovido por «Biorig Energy San Millán - León, S.L.». Expte.: EIAO/2024/LE/008.",DIA,resolución,True,DIA,biogás_biometano,True,resolución,"[""DIA""]","[""biogás_biometano""]",0.95,"El texto menciona explícitamente ""declaración de impacto ambiental"" del proyecto, lo que corresponde al procedimiento DIA. La tecnología identificada es biometano, referenciado en ""producción de biometano"".",47.213
47,bocyl,"RESOLUCIÓN de 21 de enero de 2025, de la Dirección General de Infraestructuras y Sostenibilidad Ambiental, por la que se dicta la declaración de impacto ambiental del proyecto de una planta de cogeneración de energía eléctrica y vapor de proceso a partir de biomasa, denominada «Roblum», y una planta anexa de captura de CO2, en el término municipal de La Robla (León), promovido por «Desarrollos Renovables Abies, S.L.».",DIA,resolución,True,DIA,biomasa,True,resolución,"[""DIA""]","[""biomasa""]",0.95,"La descripción menciona ""dicta la declaración de impacto ambiental"" (disparador explícito para DIA) y se refiere a una ""planta de cogeneración... a partir de biomasa"" (tecnología identificada). La resolución es de enero de 2025, enmarcada en el ámbito autonómico (BOCYL), lo que confirma su relevancia.",54.464
48,dogv,"RESOLUCIÓN de 25 de noviembre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula la declaración de impacto ambiental del proyecto de FV Alcoy, del término municipal de Alcoy. Expediente: (3658152) 305/2024/AIA.",DIA,resolución,True,DIA,fotovoltaica,True,resolución,"[""DIA""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""formula la declaración de impacto ambiental"" del ""proyecto de FV"" (fotovoltaica), lo cual dispara las etiquetas DIA y fotovoltaica con alta confianza.",52.149
49,boa,"RESOLUCIÓN de 12 de febrero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la de 3 de enero de 2017, en la que se formuló declaración de impacto ambiental y se otorgó la Autorización Ambiental Integrada para la ampliación de una explotación de ganado porcino de cebo hasta una capacidad de 4.160 plazas (499,20 UGM), situada en el polígono 6, parcela 117, del término municipal de Laluenga (Huesca), y promovida por Bal-Ben SC. (Número de Expediente: INAGA 500305/02/2024/09790).",DIA,resolución,True,"DIA,AAI",,True,modificación,"[""DIA"", ""AAI""]",[],0.95,"La descripción menciona ""declaración de impacto ambiental"" (activa el procedimiento DIA) y ""otorgó la Autorización Ambiental Integrada"" (activa el procedimiento AAI). Es una modificación puntual que hereda estos procedimientos. No se mencionan tecnologías energéticas, por lo que la lista está vacía.",62.473
50,boe,"Anuncio del Área Funcional de Industria y Energía de la Delegación del Gobierno en Madrid, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto de la planta fotovoltaica FV Caiba, de 200 MW de potencia instalada, y su infraestructura de evacuación, en la Comunidad de Madrid, promovido por la Sociedad Desarrollos Renovables Iberia Dzeta, S.L.U. Exp.: PFOT-1169.",DIA,anuncio,True,"AAP,DIA","fotovoltaica,línea_eléctrica",True,anuncio,"[""DIA""]","[""fotovoltaica"", ""línea_eléctrica""]",0.95,"El texto menciona explícitamente que se somete a información pública la ""solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental"". Solo el DIA es un procedimiento válido para clasificación final (el AAP se otorga tras esta fase). Las tecnologías son ""fotovoltaica"" por ""planta fotovoltaica FV Caiba"" e ""línea_eléctrica"" por la ""infraestructura de evacuación"".",66.751
51,dogv,"RESOLUCIÓN de 18 de febrero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula declaración de impacto ambiental del proyecto de autorización ambiental integrada para una industria de fabricación de baterías, en el polígono 101, parcela 2 GAUSA (Parc Sagunt II), del término municipal de Sagunto. Expediente: (3675763) 15/2025/AIA.",DIA,resolución,True,"DIA,AAI",almacenamiento,True,resolución,"[""DIA"", ""AAI""]",[],0.9,"El texto menciona explícitamente ""declaración de impacto ambiental"" (activa DIA) y ""autorización ambiental integrada"" (activa AAI). No se identifica ninguna tecnología específica mencionada en la descripción, ya que solo se refiere a la industria general de fabricación de baterías sin especificar el tipo de tecnología como fotovoltaica o almacenamiento.",54.817
52,boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental por la que se formula la declaración de impacto ambiental sobre el Proyecto Básico de Reforma de vivienda en edificio existente para conversión en Agroturismo (“Torre de S’Almunia”) - Es Rafal des Porcs”, promovido por Maria del Milagro de Sarriera y Vargas-Zuñiga, TM de Santanyí) (Exp. 96A/2024)",DIA,resolución,True,DIA,,True,resolución,"[""DIA""]",[],0.98,"La publicación es una ""Resolución... por la que se formula la declaración de impacto ambiental"" (N2 DIA). No se menciona ninguna tecnología energética específica en el texto proporcionado, siendo un proyecto de construcción de agroturismo. La confianza es alta al estar explícitamente nombrado el procedimiento DIA.",61.108
53,boca,"Viceconsejería de Transición Ecológica, Lucha contra el Cambio Climático y Energía.- Anuncio por el que se hace pública la Resolución de 11 de diciembre de 2024, que da publicidad al Acuerdo de la Comisión Autonómica de Evaluación Ambiental de 3 de diciembre de 2024, relativo a la Declaración de Impacto Ambiental del proyecto denominado “Parque Eólico El Vivero”, promovido por Ayagaures Medio Ambiente, S.L., en el término municipal de Agüimes, Gran Canaria.- Expte. 18/2024-0710134240.",DIA,anuncio,True,DIA,eólica,True,anuncio,"[""DIA""]","[""eólica""]",0.98,"La descripción menciona explícitamente ""Declaración de Impacto Ambiental"" del proyecto, disparando la etiqueta DIA. La tecnología eólica se identifica en el nombre del proyecto ""Parque Eólico El Vivero"".",57.561
54,boib,"Resolución de la Directora General de Armonización Urbanística y Evaluación ambiental por la que se formula la declaración de impacto ambiental de la modificación sustancial de la AAI IPPC 02/2015 centro de recepción y pretratamiento de hidrocarburos, aceites usados y aguas aceitosas en el dique del Oeste a Palma, promovido por parte de Servmar Balear SL en la parcela 6.2.05 sector portuario San Carlos - Dique del Oeste, TM Palma (Exp. 33A/2024)",DIA,resolución,True,"DIA,AAI",petróleo,True,resolución,"[""DIA""]","[""petróleo""]",0.95,"El texto menciona explícitamente ""se formula la declaración de impacto ambiental"", lo que activa la etiqueta DIA. Además, el proyecto trata sobre un centro de tratamiento de ""hidrocarburos y aceites usados"", correspondiendo a la tecnología petróleo. La resolución modifica una AAI IPPC existente, pero el procedimiento del nuevo acto es claramente una DIA.",63.938
55,dogc,"Anuncio de información pública sobre la solicitud de modificación sustancial de la autorización ambiental con declaración de impacto ambiental de la actividad ganadera porcina promovida por La Cendrosa, SL, en el término municipal de Penelles (exp. FUE-2024-04049118)",DIA,anuncio,True,"DIA,AAI",,True,anuncio,"[""DIA""]",[],0.9,"El texto menciona explícitamente ""declaración de impacto ambiental"" junto a una modificación sustancial, lo que activa la etiqueta DIA para el ámbito autonómico. No se mencionan tecnologías específicas de generación energética, por lo que la lista de tecnologías queda vacía. La confianza es alta dado que los términos clave están claros en el anuncio.",60.186
56,dog,"RESOLUCIÓN de 7 de febrero de 2025, de la Dirección General de Planificación Energética y Minas, por la que se declara la utilidad pública, en concreto, sobre la finca núm. 114 de la RBDA de la infraestructura de distribución de energía eléctrica correspondiente al incremento de un circuito en la LAT 132 kV Mondoñedo-Meira, entre el apoyo 22 y la subestación de Meira, en los términos municipales de Mondoñedo y A Pastoriza (Lugo), y que promueve Begasa (expediente 2021/109 ATE).",DUP,resolución,True,DUP,línea_eléctrica,True,resolución,"[""DUP""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente que ""se declara la utilidad pública"" (etiqueta DUP) en el contexto de una infraestructura de ""distribución de energía eléctrica"", específicamente un circuito de 132 kV, lo que confirma la tecnología línea_eléctrica. No se mencionan otros procedimientos como AAP o AAC, por lo que se clasifica únicamente con DUP.",65.846
57,boe,"Resolución TER/4581/2024, de 10 de diciembre de 2024, del Departamento de Territorio, Vivienda y Transición Ecológica, de la Dirección General de Energía, por la que se otorga a la empresa Edistribución Redes Digitales SLU, la autorización administrativa previa, la autorización administrativa de construcción y la declaración de utilidad pública para la construcción de una nueva línea aérea de alta tensión de doble circuito 110 kV ""S.E. Masdenverge"" – (""S.E. Campredó-S.E. Tortosa"") y una nueva línea aérea de alta tensión de doble circuito 110 kV ""S.E. Masdenverge"" – (""S.E. Amposta I y II""), así como el desmontaje de 144 m de línea existente y la retirada del apoyo T31 existente, en el término municipal de Masdenverge, en la comarca del Montsià (Expediente número: FUE-2024-03749133).",DUP,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""la autorización administrativa previa"" (AAP) y ""la autorización administrativa de construcción"" (AAC), además de la ""declaración de utilidad pública"" (DUP). La infraestructura descrita es una ""línea aérea de alta tensión"", lo que clasifica la tecnología como ""línea_eléctrica"".",72.007
58,bocyl,"RESOLUCIÓN de 21 de febrero de 2025, del Servicio Territorial de Industria, Comercio y Economía de Valladolid, de autorización administrativa previa, autorización administrativa de construcción de una instalación de producción de energía eléctrica por tecnología fotovoltaica denominada «FV Velilla», y el reconocimiento de utilidad pública, en concreto, de las infraestructuras de evacuación, en el término municipal de Tordesillas (Valladolid). Expte.: FV-2596; ATCE-115.",DUP,resolución,True,"AAP,AAC,DUP","fotovoltaica,línea_eléctrica",True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa, autorización administrativa de construcción"" (dispara AAP y AAC) y ""reconocimiento de utilidad pública"" (dispara DUP), además de identificar la tecnología como fotovoltaica.",57.208
59,docm,"Anuncio de 03/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Cuenca, sobre información pública de la solicitud de autorización administrativa previa, aprobación del proyecto de ejecución y reconocimiento en concreto de utilidad pública de la instalación eléctrica de alta tensión. Referencia: 16211-00081.",DUP,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,False,anuncio,[],[],0.85,"La publicación es un ""anuncio"" (act_type: anuncio) de información pública sobre una solicitud, no la resolución definitiva del procedimiento ambiental. Por la regla 1, is_relevant solo es verdadero si se identifican procedimientos N2 explícitos. Al ser un anuncio de información pública y no una resolución que valide el anteproyecto (AAP) o apruebe las obras (AAC), no cumple los requisitos para is_relevant=True. Además, como is_relevant=False, la lista de tecnologías debe estar vacía según la validación recibida.",136.716
60,boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que se somete a información pública y concurrencia competitiva el expediente de autorización administrativa de concesión de uso privativo del dominio público forestal para la ocupación temporal de terrenos del monte de utilidad pública número T001, denominado ""El Cascalejo"", de titularidad del Ayuntamiento de Albarracín (Teruel), y sito en su término municipal, motivado por la instalación de fibra óptica para poder proporcionar servicio 5G, proyecto financiado con los Fondos Europeos ""Next Generation"" como parte del Plan de Recuperación y Resiliencia de la Unión Europea y promovido por Telefónica de España, SAU. (Número de Expediente: INAGA 440101/44/2024/11113).",DUP,anuncio,False,,,False,anuncio,[],[],0.98,"El texto es un anuncio de ""información pública"" para la ocupación temporal de terreno forestal por instalación de fibra óptica (tecnología telecomunicación), no un procedimiento ambiental o energético del universo monitorizado (DIA, AAP, AAC, AAI). Por tanto, is_relevant=False y se omite el análisis de N2/N3.",61.213
61,boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por el que se somete a información pública la petición realizada por la mercantil Naturgy Vento, S.A., por la que se solicita modificación de Autorización Administrativa Previa y de Construcción así como la Declaración en Concreto de Utilidad Pública, relativa a la instalación de generación de energía eléctrica mediante tecnología eólica denominada ""PE Villanueva 2"", con una potencia instalada de 18,00 MW, y ubicada en los términos municipales de Villanueva de San Juan, Pruna, Puebla de Cazalla y Morón de la Frontera(Sevilla).",DUP,anuncio,True,"AAP,AAC,DUP",eólica,True,anuncio,"[""AAP"", ""AAC""]","[""eólica""]",0.95,"El texto menciona explícitamente la solicitud de ""modificación de Autorización Administrativa Previa y de Construcción"" (AAP y AAC) y de ""Declaración en Concreto de Utilidad Pública"". La tecnología identificada es eólica debido a la instalación de generación de energía eléctrica mediante esta tecnología.",59.119
62,boca,"Viceconsejería de Planificación Territorial y Reto Demográfico.- Anuncio de 25 de febrero de 2025, por el que se somete a información pública el procedimiento de Evaluación Ambiental Estratégica Simplificada del Plan Especial de Ordenación del Suelo Urbano no consolidado UA La Rajita, término municipal de Vallehermoso, La Gomera.",IAE,anuncio,True,IAE,,True,anuncio,"[""IAE""]",[],0.9,"La descripción menciona explícitamente ""Evaluación Ambiental Estratégica Simplificada del Plan Especial"", lo que corresponde al procedimiento IAE (Informe/Declaración Ambiental Estratégico), ya que el IAE aplica a planes y programas en lugar de proyectos individuales. No se mencionan tecnologías energéticas específicas ni procedimientos como AAP, AAC o DIA en este anuncio preliminar.",58.98
63,bocyl,"ORDEN MAV/293/2025, de 24 de marzo, por la que se formula el informe ambiental estratégico de la modificación puntual n.º 1 del Plan General de Ordenación Urbana de El Espinar (Segovia). Expte.: EAES/2024/023.",IAE,orden,True,IAE,,False,orden,[],[],0.95,"El documento es una ""ORDEN"" que formula un ""informe ambiental estratégico"" sobre la modificación de un Plan General, lo que corresponde a IAE (procedimiento N2). Sin embargo, el dominio especifica que las publicaciones relevantes son solo las autorizaciones ambiental-energéticas (DIA, AAP, AAC, etc.) y excluye otros tipos administrativos. La taxonomía define IAE como aplicable a ""planes y programas"", no a proyectos individuales energéticos. Por tanto, aunque existe un procedimiento N2 (IAE), no pertenece al universo de autorizaciones ambiental-energéticas monitorizadas para este ejercicio de clasificación, por lo que is_relevant=False.",73.546
64,bocyl,"ORDEN MAV/23/2025, de 17 de enero, por la que se formula el informe ambiental estratégico de la modificación puntual n.º 2 de las Normas Urbanísticas Municipales de Alar del Rey (Palencia). EAES/2024/066.",IAE,orden,True,IAE,,True,orden,"[""IAE""]",[],0.92,"El texto menciona ""se formula el informe ambiental estratégico"", que corresponde explícitamente al procedimiento IAE (Informe Ambiental Estratégico) aplicado a planes o programas normativos como son las Normas Urbanísticas Municipales. No hay tecnologías mencionadas en la descripción.",53.267
65,boja,"Resolución de 18 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad al informe ambiental estratégico que se cita, en el término municipal de La Rinconada (Sevilla).",IAE,resolución,True,IAE,,False,resolución,[],[],0.98,"El texto menciona ""informe ambiental estratégico"", lo cual corresponde a un IAE (Informe Ambiental Estratégico), pero según la regla 7, el IAE aplica a planes y programas, no a proyectos individuales como parece ser este caso de una resolución pública. Además, no se mencionan procedimientos del listado (DIA, AAP, etc.) explícitamente para este proyecto específico, por lo que no cumple con el criterio is_relevant=True que requiere al menos un procedimiento N2 identificado.",64.959
66,bocm,"Informe ambiental estratégico
– Resolución de 17 de febrero de 2025, de la Directora General de Transición Energética y Economía Circular de la Consejería de Medio Ambiente, Agricultura e Interior, por la que se acuerda hacer público el Informe Ambiental Estratégico de la Modificación Puntual número 1/2024 del Plan General de Ordenación Urbana de 1969, en calle Molino de la Cruz, con vuelta calle Calvario, en el término municipal de Los Molinos, promovido por el Ayuntamiento de Los Molinos. (Expediente: 26-UB2-00073.2/2024, SIA 24/073)",IAE,resolución,True,IAE,,True,resolución,"[""IAE""]",[],0.98,"La descripción menciona explícitamente ""Informe Ambiental Estratégico"", lo cual activa el procedimiento IAE (regla 7). El texto indica que se hace público este informe para una modificación puntual del Plan General de Ordenación Urbana, y no especifica ninguna tecnología energética concreta.",57.542
67,bocyl,"ORDEN MAV/1586/2024, de 27 de diciembre, por la que se formula el informe ambiental estratégico de la modificación puntual n.º 35 de las Normas Subsidiarias de Planeamiento Municipal de El Royo (Soria). Expte.: EAES/2024/094.",IAE,orden,True,IAE,,False,orden,[],[],0.98,"El texto se refiere a un ""informe ambiental estratégico"" sobre una modificación puntual de Normas Subsidiarias, que es un plan o programa y no un proyecto individual. Según la regla 7 (IAE aplica a planes y programas) y la definición del dominio (procedimientos N2 ambientales-energéticos para proyectos), esta publicación no es relevante (is_relevant=False). El término ""informe ambiental estratégico"" dispara una IAES, que no es un procedimiento relevante en este corpus.",64.872
68,docm,"Resolución de 13/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se formula el informe de impacto ambiental del proyecto: Concesión de aguas para riego de 177,17 ha y abastecimiento, en la finca La Nava y Santo Tomé, en el término municipal de Los Yébenes y Marjaliza (Toledo) (expediente PRO-TO-21-2972), cuya promotora es Agronava 85 SL.",IIA,resolución,True,IIA,,False,resolución,[],[],0.95,"El texto menciona ""informe de impacto ambiental"" pero se refiere a una concesión de aguas para riego, no a un procedimiento ambiental de energía (IAA/DIA para proyectos energéticos). No hay referencias a tecnologías ambientales ni procedimientos AAP/AAC en el contexto energético.",55.59
69,dogv,"RESOLUCIÓN de 17 de febrero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas, parcela 11, polígono 1, del término municipal de Chulilla. Expediente: (3633273) 311/2024/AIA.",IIA,resolución,True,IIA,,False,resolución,[],[],1.0,"El documento es un informe de impacto ambiental para sondeo de aguas subterráneas, pero el dominio solo incluye procedimientos ambientales-energéticos (como DIA o AAP). Además, ""aguas subterráneas"" no coincide con ninguna tecnología del taxonomía N3. Por tanto, is_relevant=False.",54.329
70,dogv,"RESOLUCIÓN de 9 de agosto de 2024, de la DireccióN General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula informe de impacto ambiental del proyecto de reprofundización de sondeo para investigación de aguas subterráneas en la parcela 713 del polígono 1, partida Cumbre, al término municipal de Aras de los Olmos (Valencia). Expediente: (3525678) 164/2024/AIA.",IIA,resolución,True,IIA,,False,resolución,[],[],0.95,"La publicación es de la Dirección General de Urbanismo sobre aguas subterráneas (sondeo), no del ámbito ambiental-energético con tecnologías como fotovoltaica, eólica, etc. Aunque menciona ""informe de impacto ambiental"", se trata de un informe técnico preliminar para un proyecto urbanístico/hidrogeológico, no una Resolución de DIA ni AAC. No cumple los criterios del dominio ambiental-energético.",139.281
71,bocyl,"RESOLUCIÓN de 11 de febrero de 2025, de la Delegación Territorial de Ávila, por la que se dicta informe de impacto ambiental del proyecto de sondeo para abastecimiento de agua en la parcela 67 del polígono 16, en el término municipal de Arenas de San Pedro (Ávila), promovido por «Quantum Markethink, S.L.». Expte.: E.I.A.S/2024/AV/023.",IIA,resolución,True,IIA,,False,resolución,[],[],1.0,"El texto describe un ""informe de impacto ambiental"" para un proyecto de sondeo de agua, no una autorización ambiental energética (AAP, AAC, DIA, etc.). Según las reglas críticas, is_relevant=True solo si se identifica al menos un procedimiento N2 del dominio energético-ambiental. El IIA (Informe de Impacto Ambiental) es distinto a la DIA y pertenece a otra categoría. No hay tecnologías energéticas mencionadas.",61.223
72,bocyl,"RESOLUCIÓN de 15 de enero de 2025, de la Delegación Territorial de Valladolid, por la que se hace público el informe de impacto ambiental del proyecto de la instalación solar fotovoltaica «Zaratán III» y sus infraestructuras de evacuación, en los términos municipales de Zaratán y Valladolid, promovido por «Moralina Investments, S.L.U.». Expte.: EIA/VA/2024/07.",IIA,resolución,True,IIA,fotovoltaica,True,resolución,"[""IIA""]","[""fotovoltaica""]",0.95,"La publicación es una ""RESOLUCIÓN"" que hace público el ""informe de impacto ambiental"", activando la etiqueta IIA (Regla 5). La tecnología mencionada es ""instalación solar fotovoltaica"", activando la etiqueta fotovoltaica. Se considera relevante por cumplir con el criterio de identificar al menos un procedimiento N2 válido (IIA) dentro del espectro ambiental-energético definido, donde los informes de impacto son actos administrativos específicos que forman parte del proceso de evaluación ambiental, distinto pero correlacionado con DIA.",139.978
73,dogv,"RESOLUCIÓN de 11 de julio de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas, parcela 53 del polígono 13 de la partida Casa Nova en el término municipal de Font de la Figuera. Expediente: (3383470) 066/2024/AIA.",IIA,resolución,True,IIA,,False,resolución,[],[],0.95,"El texto es una resolución de ""informe de impacto ambiental"", pero según las reglas, el informe (IIA) no está entre los procedimientos N2 del dominio ambiental-energético monitorizado que requieren is_relevant=True, o bien se clasifica como información pública genérica. No menciona tecnologías ni pertenece al universo de autorizaciones ambientales energéticas específicas (DIA, AAP, AAC, etc.) definidas para is_relevant=True. La referencia a ""sondeo para captación de aguas subterráneas"" es un proyecto hidrológico/medioambiental general, no específicamente energético en la lista N3.",74.001
74,boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental por la cual se formula el informe de impacto ambiental del Proyecto de una captación de aguas subterráneas (sondeo), en la finca «Son Frare», polígono 7, parcela 233 en el T.M. de Petra. (Exp. 87a/2024)",IIA,resolución,True,IIA,,False,resolución,[],[],0.95,"El texto menciona ""informe de impacto ambiental"", pero en la clasificación definida, IIA es un procedimiento específico para evaluación simplificada y no es equivalente al DIA (Declaración de Impacto Ambiental) que es el único procedimiento N2 listado bajo esa descripción explícita. Además, como no hay una etiqueta para ""informe"" simple fuera de IIA/DIA/AAI, y la regla 1 exige al menos un procedimiento N2 para is_relevant=True, esto se clasifica como no relevante en este corpus específico que enfoca en DIA/AAP/AAC/etc., ya que el informe aquí es una parte del proceso de evaluación y no un acto final de tipo ambiental autorizador como DIA o AAC. Sin embargo, releyendo las reglas, IIA es explícitamente ""Informe de Impacto Ambiental - evaluación simplificada"". Pero el texto dice ""formula el informe"", lo cual podría ser la resolución que emite el informe (el paso previo a la DIA). No hay un acto final de ""Declaración de Impacto Ambiental"". Por tanto, no cumple los criterios para is_relevant=True bajo las etiquetas N2 disponibles.",85.583
